index,product,category,sub_category,brand,sale_price,market_price,type,rating_clean,description,sale_price_original,sale_price_capped,discount_pct
24986,Homemade Red Chilli Pickle - No Preservatives,Snacks & Branded Foods,Pickles & Chutney,Vaada,250.0,250.0,Other Veg Pickle,2.9,"Skillfully handcrafted to perfection Vaada Red Chilli is a homemade pickle with a healthy twist. It is a creative bridge between chutneys, sauces and condiments. It is prepared using choicest unblemished red chillies each individually checked for its quality. Freshly roasted and ground spices give it a unique taste. Cleanliness and strict hygiene are adhered to throughout the pickle making process. Premium quality fresh spices, Rock Salt and pure mustard oils are used for their healing and digestive health benefits. Our pickle is naturally cultured and is free of any artificial preservatives. Our pickles urge you to be Bold, Creative, Modern while rooted in tradition in their boundlessness usage as a compliment to all cuisines.",250.0,250.0,0.0
25012,Supernut Butter,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",NUTRIWISH,480.0,480.0,Choco & Nut Spread,4.2,"Get super strong and super immune with some super nut butter! Known to reduce weight, stabilise blood sugar, protect cells and even fight against colon cancer, nut butter is packed with plenty of nutrients to ensure maximum health, happiness and comfort! Go nuts with some super nut butter from Nutriwish and enjoy its nutritional benefits. Nut Butter from Nutriwish is presented to you in its healthiest form with no added oil, no added sugar, no added salt and no added preservatives. Each Nut Butter product is made with 100% whole nuts.",480.0,480.0,0.0
25018,Pineapple Jam,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Kissan,165.0,165.0,"Jam, Conserve, Marmalade",4.3,"Packed with the goodness of fresh pineapples, this jam is one sweet-sour treat you and your kids should not give a miss. Add a generous amount of Kissan Pineapple Jam on a slice of brown/white bread, and watch the happiness meter hit an all-time high! Kissan Pineapple Jam is best partnered with bread to provide yummy on the go breakfast for your kid every morning. Think of different ways to eat it in. Spread it on a crunchy cracker, roll it up in a chapatti, drink it stirred in milk or whip up a bread and Jam delight for your kids breakfast with an assortment of flavors. Heres making breakfast time, merrier and healthier since Pineapples are known to be rich in vitamin A and calcium. Started in 1934, Kissan is a popular brand in India. Kissan is more than just jams, ketchups and squashes. Its all about kids eating happily & growing up happily. Kissan Jams yummy and fruit based sweet spread keeps both, mothers & kids happy. The brands reassurance to mothers is that they can make breakfast times fun yet wholesome every morning with the Kissan range of fruit jams that are made with 100% real fruit Ingredients! Remember craving for something sweet and sour? This is your answer to that in a packed sweet spread bottle.

Features and Benefits:
• Kissan Pineapple Jam is made with 100% real fruit Ingredients
• Is easy to use and can be enjoyed on the go every morning
• Enjoy it best with Bread, Roti, Paratha or Dosa for a wholesome breakfast
• Turns boring breakfast into an empty plate
• Spreads easily with a spoon or a knife
• Carefully sealed in impermeable glass packaging to retain the best flavour and taste of product",165.0,165.0,0.0
25029,Jeera Cookies,Snacks & Branded Foods,Biscuits & Cookies,bb Popular,145.0,145.0,Cookies,4.2,"bb Popular brings to you, our traditional Indian bakery-style biscuits created with authentic recipes perfected over years to create that delicious crunch. Enjoy these aromatic Jeera cookies with your cuppa tea. They make for a great accompaniment before with beverages like tea and coffee.",145.0,145.0,0.0
25037,Dark Fantasy - Choco Chip Cookies,Snacks & Branded Foods,Biscuits & Cookies,Sunfeast,51.3,60.0,Cookies,4.2,"Sunfeast Dark Fantasy range presents the all-new Choco Chip Cookies. These crunchy chocolatey cookies come with an abundance of choco chips and offer you chocolatey perfection and goodness in every bite. These cookies are a great snack to have with tea or coffee, or just to treat yourself with a small packet of delight. They will instantly become your daily dose of deliciousness.",51.3,51.3,14.500000000000005
25093,"Organic Yellai Vadaams - Ragi, Finger Millet",Snacks & Branded Foods,Ready To Cook & Eat,Wild Ideas,60.0,60.0,"Papads, Ready To Fry",3.0,"Steamed and Sun-dried organic vadaams (paapads). Great with Soups/Dips, as an appetizer, and with your regular meals.",60.0,60.0,0.0
25110,Organic Chutney Powder - Mint,Snacks & Branded Foods,Ready To Cook & Eat,Aaha Oho,70.0,70.0,Breakfast & Snack Mixes,3.4,"This is an instant chutney powder that can be had with Idli, Dosa, Adai/Chilla. Just add water and serve. It can be used as a rice mix or curry powder as well. Certified organic products are only used to prepare this powder.",70.0,70.0,0.0
25121,Peanut Butter - Creamy,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",HappyChef,455.01,750.0,Choco & Nut Spread,4.2,"Classic peanut butter is high in protein, dairy-free and gluten-free. Peanut butter is made from ground dry-roasted peanuts. Peanut butter is popular across the globe as a health food. Peanut butter is a powerhouse of nutrition, especially protein. Peanut butter is tasty and delicious that is sure to make your day. In all its goodness, peanut butter is the tastiest and healthiest food to have with a slice of bread. They say that good habits are hard to develop, peanut butter is one of them.",455.01,455.01,39.332
25124,Chocobakes Choc Filled Cookies/Biscuits,Snacks & Branded Foods,Biscuits & Cookies,Cadbury,30.0,30.0,Cream Biscuits & Wafers,4.2,"Experience new exciting chocolatey centre filled cookie from Cadbury. Perfect as an indulgent ""me time"" Treat or to relish happy moments with your loved ones and friends. Indulge in the taste of this amazing combination of delicious cookies that enrobe a smooth chocolatey centre.",30.0,30.0,0.0
25128,Potato Chips - Salted,Snacks & Branded Foods,Snacks & Namkeen,Bingo,20.0,20.0,Chips & Corn Snacks,4.1,"Bingo Yumitos Premium Salted satisfies your cravings for those crispy and salted potato chips. Feel the subtle and common flavour of salt in Premium Salted Savor their exclusive freshness. It comes with an international and good-looking packaging. It has no cholesterol with zero trans-fat into it. These chips are an ideal snack amongst the couples, teens and children.",20.0,20.0,0.0
25129,Tamarind Date Chutney,Snacks & Branded Foods,Pickles & Chutney,Mother's Recipe,49.0,55.0,Chutney Powder,4.3,"Savour your favourite snacks with the tang of Tamarind and sweetness of Date with our Tamarind Date Chutney. Use our Mother's Recipe Tamarind Date Chutney as a dip with Samosa, Patties or even with French Fries.",49.0,49.0,10.909090909090908
25138,Sweet Chilli Sauce,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Weikfield,90.0,90.0,Chilli & Soya Sauce,4.3,"Weikfield Sweet Chilli Sauce gives an exotic flavour to all food.Be it Seafood, Poultry, Meat, Vegetables or Noodles. It is also an ideal dipping sauce.",90.0,90.0,0.0
25140,Potato Crisps - Flavours of Freedom,Snacks & Branded Foods,Breakfast Cereals,Pringles,198.0,198.0,Kids Cereal,4.3,"Unlike other Potato chips, Pringlesâ‚¬â„¢ iconic crisp is made from a mix of Potato, Rice flour, Corn Flour and Wheat starch. It's light and crispy, never greasy and a comes in a can thatâ‚¬â„¢s just not a can! Experience the Pringles Magic today!",198.0,198.0,0.0
25159,Pickle - Mango Sliced,Snacks & Branded Foods,Pickles & Chutney,MTR,40.0,40.0,Lime & Mango Pickle,4.1,An authentic Indian pickle made from mango and aromatic spices to add that more zing to your meal. Get the taste of clean and fresh mangoes engrossed with the spices and aromatic ingredients. Enjoy biting the extremely savoury and taste grabbing MTR Mango Sliced Pickle.,40.0,40.0,0.0
25162,Gold Cream Strawberry Candy,Snacks & Branded Foods,Chocolates & Candies,ALPENLIEBE,50.0,50.0,"Toffee, Candy & Lollypop",4.3,"Your trusted brand, Alpenliebe is known for its exceptionally smooth and creamy, melt-in-your-mouth qualities. Full of milky richness, Alpenliebe Gold is a fun-filled candy to have at any time of the day. Show your loved ones how much they mean to you by sharing Alpenliebe candies with them Alpenliebe – bring hearts closer",50.0,50.0,0.0
25192,Dhal Thatta Murukku,Snacks & Branded Foods,Snacks & Namkeen,A-1 Chips,95.0,95.0,Namkeen & Savoury Snacks,4.1,A-1 Made with High Quality ingredients to make snack time better.,95.0,95.0,0.0
25195,Mix - Rabdi,Snacks & Branded Foods,Ready To Cook & Eat,Gits,72.0,80.0,Dessert Mixes,4.3,Gits Mix - Rabdi 100 g,72.0,72.0,10.0
25205,Bar - Honey Lemon,Snacks & Branded Foods,Breakfast Cereals,RiteBite Max Protein,670.0,670.0,Granola & Cereal Bars,5.0,"Protein Blend, Fiber, Vitamins & Minerals, No Preservatives, 100% Veg, For Energy, Fitness & Immunity. A BAR FOR EVERYONE: With 20gms of protein in each bar and 5gms of fibre and goodness of honey and lemon and, this yoghurt-based protein bar is irresistible for all health nuts who love a kick of freshness in every bite. Max Protein Honey Lemon Bar is the perfect bar for your active lifestyle with no preservatives with a balance of taste and health and 100% vegetarian and 21 vitamin and minerals SUSTAINED ENERGY: Max Protein Honey Lemon Bar is your go-to performance nutrition bar, purposefully crafted with an ideal mix of 3 protein blends of whey protein, soy and casein and a refreshing flavour of honey and lemon with the yoghurt base to sustain 4hrs of energy for your busy lifestyle to keep you power-packed WHOLESOME INGREDIENTS FOR A WHOLESOME EXPERIENCE: A bar that satiates your hunger and keeps you going with 4 hrs of sustained energy. We aim to keep you healthier and provide a healthier option to your food choices with an irresistible combo of nutrition and flavour of honey and lemon, dark chocolate and 21 vitamins and minerals and 5gms of fibre in each bar and tastes refreshing with every bite. DELICIOUS NUTRITION: Satisfy your cravings with a perfect blend of delectable dark chocolate and a blend of honey and lemon with the goodness of 21 vitamin and minerals to satiate your taste buds, curb the hunger and give you energy for 4hrs YOUR ENERGY BUDDY: No time for breakfast before the video call? Need something energy boost for the grocery run? Got that midnight movie craving? Choose the healthier Max Protein bars as your energy and nutrition buddy. Don't skip on your health and weight goals. Have this bar handy for all the time whenever bored or binge eating hits you. MADE IN INDIA: Max Protein is the first brand to launch nutrition & protein bars in India. We have created and nurtured protein bars category in Indian Market.",670.0,670.0,0.0
25208,Salted Crispy Murukku,Snacks & Branded Foods,Snacks & Namkeen,Sowbhagya foods,60.0,60.0,Namkeen & Savoury Snacks,4.3,"Made with the high-quality rice flour and urad dal blend. To kick your taste buds, we add a blend of spices to make this spicy. This murukku aka chakli is made just like how it's cooked at home, with love and care.",60.0,60.0,0.0
25213,"Rich Choco Oven Cake - Mix Moist, Supreme",Snacks & Branded Foods,Ready To Cook & Eat,Pillsbury,140.25,165.0,Home Baking,4.0,"A creamy, rich and delectable cake awaits you with the Pillsbury Supreme Moist Rich Choco Cake Mix. This cake mix is rich in chocolate and contains all the ingredients you need for making an amazing cake at home. A favourite with bakers for many years now, Pillsbury is a brand that is synonymous with high-quality cake mixes as well as other food products like wheat flour. This carton can be used within nine months from the date of packaging.",140.25,140.25,15.0
25217,"Achar - Chaltar Mishti, Dillenia",Snacks & Branded Foods,Pickles & Chutney,Max Health ,130.0,130.0,Other Veg Pickle,4.0,"Chalta (Dillenia Indica) or cached is a native of South-Eastern Asia, which is widely available in Bengal. This fruit of the beautiful looking evergreen tree, Chalta is the popular item for preparing pickles. Chalta is often cooked in the form of a sweet and sour juicy dish for concluding the leisurely afternoon meal. According to studies, Dillenia Indica might be a potential source of anti-diabetic agents.",130.0,130.0,0.0
25233,Instant Soup - Tomato,Snacks & Branded Foods,Ready To Cook & Eat,Chings,92.15,100.0,Soups,4.1,"Enjoy a delicious and creamy tomato soup that will warm your heart and soul with its long-drawn flavour. Ching's tomato soup is an exotic blend of ripe, red tomatoes and special Italian herbs, some Chinese flavours and desi spices that create a rare flavour, which will have you craving for more.
The easy to cook soup is one of the best soups, loved by people of all ages, from a premium range of veg soups by Ching's Secret. Enjoy Ching's Secret Tomato Soup as a yummy snack or an appetiser before a special meal. You can also try out our other desi-Chinese cook up soups, ready in less than three minutes, for a delicious feast.",92.15,92.15,7.849999999999994
25235,Veggie Stix - Chilly Chataka,Snacks & Branded Foods,Snacks & Namkeen,Too Yumm!,18.0,20.0,Chips & Corn Snacks,4.2,"Relish these delicious and flavourful snacks, guilt free, that are seasoned with your favourite herbs and spices. Too Yumm! Veggie Stix are a combination of airpopped vegetables and multigrains that are rich in proteins. These veggie stixs are a health snacking option as they are not fried and contain natural oxidants.",18.0,18.0,10.0
25268,Chutney - Kashmiri Bichhua-Mango,Snacks & Branded Foods,Pickles & Chutney,Bhuira,299.0,299.0,Chutney Powder,5.0,"Saraswati Mushrans mouthwatering recipe with traditional Kashmiri spices, the mango chutney is handmade and tastes very fresh and tangy!",299.0,299.0,0.0
25282,Mix - Puliyodharai Rice,Snacks & Branded Foods,Ready To Cook & Eat,Mambalam Iyers,67.0,67.0,Breakfast & Snack Mixes,3.5,Mambalam Iyers Mix - Puliyodharai Rice is made by using Tamarind & the dhal powders along with red chilli. It is a popular dish served in functions.,67.0,67.0,0.0
25283,Chips - Spanish Tomato,Snacks & Branded Foods,Snacks & Namkeen,RiteBite Max Protein,40.0,40.0,Namkeen & Savoury Snacks,4.0,"Protein, Fiber, Low GI, Gluten Free, Super Grains like Sorghum, Quinoa, Oats, Ragi, No Preservatives, 100% Vegetarian. A HEALTHY NUTRITION CHIP: Every chip is full of nutrition, something not many chips can boast of! Make the healthy switch right now. STAY FULL LONGER: Packed with 10g protein and 4g fibre, you’ll feel full, energized and snack less throughout the day. GREAT TASTING FLAVOR: Flavor in every bite. Made with super grains like sorghum, quinoa, oats, ragi that satisfies your craving, without the extra carbs! Max Protein Chips Spanish Tomato Protein Chips are perfect for your snacking needs. Herbs and spices to boost metabolism. NO WHITE CARB: You heard that correct. We have no white card to create a snack that enhances your snacking experience and helps you keep your diet in check. Whole grain oats improve your heart health. HEALTHY SNACKING: Our Protein chips are completely free of junk—no gluten so it’s easy on the stomach, 35% LESS FAT than your other so-called munchies or snacks, 4g of fibre to keep you full and satiated. Perfect midnight snack for your chill scene or an add on to your daily diet or the munchies to your boring food taste as a side portion. MADE IN INDIA",40.0,40.0,0.0
25301,Crunchy Muesli - Almond Raisins And Honey,Snacks & Branded Foods,Breakfast Cereals,Bagrrys,499.0,575.0,Muesli,4.2,"Our original muesli recipe! A perfect blend of British oats, golden wheat flakes, succulent raisins and natural honey with the extra goodness of bran. This muesli is as scrumptious as it is nourishing and its a perfect way to start your day.
• More than 40% Oats
• High in Fibre
• Made with Whole Grains
• All Natural Ingredients
• Source of Protein
• Multigrain goodness
• Great as a snack too!",499.0,499.0,13.217391304347824
25308,Chick Peas Curry-Basmati Rice,Snacks & Branded Foods,Ready To Cook & Eat,Fazlani Foods,150.0,150.0,Heat & Eat Ready Meals,1.0,"A delicious & classic North Indian recipe, of chickpeas, onions & fresh tomatoes infused with a fragrant mix of aromatic spices (also lovingly known as Amritsari Chole) with cooked basmati rice.Now make a delicious meal at home without any hassle.",150.0,150.0,0.0
25309,Kitkat 3 Fingers,Snacks & Branded Foods,Chocolates & Candies,Nestle ,20.0,20.0,Chocolates,4.3,"Nestle KitKat is the ideal partner for your breaks. Indulge in this delicious crispy treat alone or share it with your loved ones. Enjoy your breaks with this treat with approx. 48 kcal per finger. Just unwrap your KitKat, break off one of the fingers, snap into two and enjoy! Have A Break, Have A Kitkat.",20.0,20.0,0.0
25332,Chocos Chhota Laddoo,Snacks & Branded Foods,Breakfast Cereals,Kelloggs,190.0,190.0,Kids Cereal,4.0,"Kellogg’s Chocos Chhota Laddoo with Chhota Bheem Mask with whole grain, source of fibre, high in calcium & protein, with 10 essential vitamins & minerals, breakfast cereals.

Low in Fat
Naturally Cholesterol free
High in protein
Source of fibre
High in calcium
High in Iron
High in B group vitamins",190.0,190.0,0.0
25335,Chikku/Sapota Treat,Snacks & Branded Foods,Snacks & Namkeen,FruitTreat,70.0,70.0,Namkeen & Savoury Snacks,4.1,"This is a product of the Malnad region of Karnataka and is made using good quality chikku (Sapota). Naturally and organically cultivated in the heart of the Western Ghats of this region, it is prepared with the state-of-the-art healthy vacuum frying process. It retains all nutritional contents of the fruits intact! The crispy, crunchy and tasty sapota with no added colour, sugar or any preservatives that leads to original chikku taste relishment!! Grab your share of natural and healthy fruits - Treat & Taste now!",70.0,70.0,0.0
25353,Sugar Free Butter Cookies,Snacks & Branded Foods,Biscuits & Cookies,Unibic,120.0,120.0,Cookies,4.2,"Unibic Sugarfree Butter cookies are deliciously soft, chewy and healthy cookies with 20% Butter. It contains maltitol and no added sugar.
Every time a cookie lover reaches out for a real cookie, the only one that will meet the craving is the cookie with more. With more richness and more choices, Unibic Cookies are bursting with flavour and the abundance of more butter, chocolate, pista, cashew, and other rich ingredients. With over 30 variants including 7 sugar-free flavours, Unibic has something more for the entire family.",120.0,120.0,0.0
25372,Rainbow Assorted Flavour Chewy Candy,Snacks & Branded Foods,Chocolates & Candies,Mentos,50.0,50.0,"Toffee, Candy & Lollypop",4.3,"Mentos Rainbow - Who says no to Mentos Discover the exciting taste of Mentos Rainbow, a mix of watermelon, cherry, orange, raspberry, grape, pineapple and strawberry. Round chewy candies that are crunchy outside and chewy inside. Now Bigger, Softer & Better. Experience goodness of fruit with real fruit content in vibrant colours that make your dull moments fun. With its perfect balance of sweetness and rich flavours, Mentos has become popular worldwide.",50.0,50.0,0.0
25378,Milk Bikis Milk Cream Biscuits,Snacks & Branded Foods,Biscuits & Cookies,Britannia,36.0,45.0,Cream Biscuits & Wafers,4.3,"Britannia Milk Bikis Milk Cream Biscuits are crunchy biscuit sandwich filled with a milky cream. The biscuits are prepared with essential nutrients, iron, vital vitamins and iodine making them a healthy snack for your children. Every delicious bite of Milk Bikis helps in the mental and physical development of growing kids. Britannia biscuits and cookies for long has been a part of every home, sharing those moments of joy. Believing in delivering fresh and healthy products, Britannia India manufactures some of India's favourite brands like 50-50, Tiger, NutriChoice, Bourbon, Good Day, Marie Gold and Little Hearts.",36.0,36.0,20.0
25386,Veggie Stix - Chilli Chataka,Snacks & Branded Foods,Snacks & Namkeen,Too Yumm!,29.75,35.0,Chips & Corn Snacks,4.2,"Too Yumm! has the goodness of vegetable and multigrain, It is smart snacking with a great taste and less guilt.Yummy Vegetables? You bet! Too Yumm! Veggie Stix is made from real Vegetables that are dried, powdered, mixed with exotic spices & flours and baked. Again, baked not fried.It is baked and not fried.40% less fatGoodness of Protein",29.75,29.75,15.0
25391,Instant Popcorn - Southern Spice,Snacks & Branded Foods,Snacks & Namkeen,ACT II,27.0,30.0,Chips & Corn Snacks,4.1,"Enhance your movie-watching experience, in the comfort of your own home with World’s No. 1 ACT II popcorn. ACT II popcorn is easy to make. In only 3 minutes, enjoy Hot n Fresh n delicious popcorn along with the delightful popcorn aroma. You can choose among different pack sizes such as individual packs, family packs and party packs, as per your need.
Relish your favourite ACT II popcorn, now available in various lip-smacking desi flavours such as butter, Sweet Pani Puri, Tandoori Tadka, Southern Spice, Butter pepper as well as international flavours such as Cheese Delite, Peri Peri, Thai Sweet Chilli and Tomato Chili.",27.0,27.0,10.0
25400,Tomato Soup + Schezwan Fried Rice Masala,Snacks & Branded Foods,Ready To Cook & Eat,Ching'S Secret,54.0,65.0,Soups,4.0,"Tomato Soup: Enjoy a delicious and creamy tomato soup that will warm your heart and soul with its long-drawn flavour. Ching's tomato soup is an exotic blend of ripe, red tomatoes and special Italian herbs, some Chinese flavours and desi spices that create a rare flavour, which will have you craving for more. The easy to cook soup is one of the best soups, loved by people of all ages, from a premium range of veg soups by Ching's Secret. Enjoy Ching's Secret Tomato Soup as a yummy snack or an appetizer before a special meal. 
Schezwan Fried Rice Masala: Enjoy authentic Schezwan fried rice prepared with Ching's Secret Schezwan Fried Rice Masala. What’s more, this Chinese masala is easy to cook and requires no big effort. Use this fiery fried rice masala to relish your favourite Chinese rice dish every day at home.",54.0,54.0,16.923076923076923
25404,1-2-3 Noodles - Pure Vegetarian,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Wai Wai,28.0,35.0,Instant Noodles,4.0,"Wai Wai-the instant way to mouthwatering noodles.the preferred choice of over 30 countries across Asia,Europe & the U.S now in India.",28.0,28.0,20.0
25453,"Coconut Peanut Butter - Smooth, Gluten Free, Non-GMO, Vegan",Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Alpino,475.0,475.0,Choco & Nut Spread,4.2,"Made with roasted peanuts and goodness of coconut. 100% non-GMO, gluten-free, vegan, 8g of protein, 16 g of healthy fats, 0 g trans fat & 0 mg cholesterol per serving of 32 g.",475.0,475.0,0.0
25454,"Sunfeast Yippee Tricolor Pasta - Masala, 2x65 g",Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Sunfeast,45.0,50.0,Instant Pasta,4.1,"•Sunfeast Yippee! expanded its product portfolio with launch of Instant Pasta. Sunfeast Yippee! Tricolor Pasta is a unique first to market product, with Instant Pasta in three exciting colours. It is buttery smooth pasta in 2 mouth-watering flavours - Masala and Creamy Corn. The unbeatable combination of wheat and tasty veggies makes it the complete snack.",45.0,45.0,10.0
25467,Choco Safari,Snacks & Branded Foods,Chocolates & Candies,Dukes,105.0,120.0,Chocolates,4.0,Devour into the indulgence of a bite of Dukes Choco Safari and there’s no stopping. Chocolate in exciting shapes. It's the quickest way to ring in some good time. Take a bite and zoom across the day with gusto. it is the chocolate for any time of the day.,105.0,105.0,12.5
25468,Papad - Special Punjabi Disco,Snacks & Branded Foods,Ready To Cook & Eat,Atish ,80.0,80.0,"Papads, Ready To Fry",4.0,Atish Papad - Special Punjabi Disco 200 g,80.0,80.0,0.0
25482,Good Day Chocochip Cookies,Snacks & Branded Foods,Biscuits & Cookies,Britannia,120.0,120.0,Cookies,4.3,"Britannia Good Day Chocochip Cookies are crunchy chocolate cookies loaded with melt in your mouth chocolate chips. These cookies offer a delicious chocolate experience that is sure to satisfy any chocolate craving.
Britannia biscuits, cookies, cakes and rusk are a perfect companion for your tea. Believing in delivering wholesome and delicious products, Britannia India manufactures some of India's favourite brands like 50-50, Tiger, NutriChoice, Bourbon, Milk Bikis and Marie Gold.",120.0,120.0,0.0
25484,Appalam - Rice,Snacks & Branded Foods,Ready To Cook & Eat,Iyers ,110.0,110.0,"Papads, Ready To Fry",4.3,Appalam is one of the most loved dishes in South Indian cuisine. It accompanies mainly every meal. Appalam is made hygienically in customary method with home made taste.,110.0,110.0,0.0
25490,Organic Peanut Butter Smooth - Unsweetened/Gluten Free/ Non-GMO/Vegan,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Alpino,499.0,499.0,Choco & Nut Spread,2.5,"Maintaining a high protein foods diet is not everyone’s cup of tea, especially when food for strong muscles and bones ends up being mundane. We noticed that the Indian population lacks proper nutrition in their diet, we wanted to have a product which literally tasted like a jar of freshly roasted peanuts. What we achieved finally, was a spread which was not biased to any particular age group, and an essential ingredient in a healthy diet for women, men and kids. Be it a meal plan for weight loss, or pre and post-workout meals or just mid-day snacks, Alpino fits right everywhere. Alpino offers different peanut butter flavours to end the tug of war between health and desserts.",499.0,499.0,0.0
25491,Breakfast Cereal - Crunchy Granola With Nutty Honey,Snacks & Branded Foods,Breakfast Cereals,Nestle NesPlus,170.0,170.0,Granola & Cereal Bars,4.0,"Nutty Honey Granola consists of rolled oats, wheat, jowar, rice, almonds, raisins and honey clustered together to add the perfect crunch to your breakfast. NesPlus is your everyday reliable source of Vitamin D and Calcium to maintain your bone health. It is also rich in B-vitamins, Folic acid and Fibre. What's more? Whole grain is an important part of a healthy balanced diet, and NesPlus ensures you and your family get all the whole grain goodness paired with a lot of deliciousness. Wholesome, satisfying, and perfectly delicious cereal, NesPlus Crunchy Granola is an excellent breakfast choice for everyone. NesPlus Crunchy Granola can be prepared easily by adding 45 grams of the cereal with 120 ml of warm or cold milk along with fresh fruit for an instant breakfast.",170.0,170.0,0.0
25500,Glucose - Liquid,Snacks & Branded Foods,Ready To Cook & Eat,Ask Foods,20.0,20.0,Home Baking,4.0,"Used in home baking recipes, desserts, cakes, confectionery",20.0,20.0,0.0
25506,Kitkat Dessert Delight Heavenly Brownie Kubes Wafer Coated With Dark Chocolate Tablets,Snacks & Branded Foods,Chocolates & Candies,Nestle ,60.0,60.0,Chocolates,4.2,"With brownie coating over dark chocolate cocoa wafer cubes, Nestlé Kitkat Dessert Delight Brownie-Kubes gives you a delectable dessert experience anytime you want. This heavenly brownie- Kubes is the ideal delightful treat when you’re in the mood for something fun and unique. Enjoying dessert delight brownie- kubes®, wafer coated with dark chocolate as part of a balanced diet is one of life’s little pleasures and this Kitkat makes a perfect delicious treat with only approx. 59 calories per serving (3 cubes). So, break your way to delicious Kitkat wafer recipes or simply open up for delight in every bite! Have A Break, Have A Kitkat.
Allergens: May contain Peanuts. Storage: Humidity and temperature may cause the product to develop a whitish layer, this does not affect its fitness for consumption. Store in a cool, dry and hygienic place.",60.0,60.0,0.0
25521,Crunchy Muesli - Fruit & Nut With Cranberry,Snacks & Branded Foods,Breakfast Cereals,Bagrrys,449.0,499.0,Muesli,4.1,"Muesli with the choicest selection of 9 different fruits and nuts blended with heart-healthy oats that makes mornings as indulgent as they are nourishing. Unlike other mueslis, this swiss style cereal comes with more than 30% no added sugar fruits, nuts & berries",449.0,449.0,10.02004008016032
25522,Namkeen - All in One,Snacks & Branded Foods,Snacks & Namkeen,Haldirams ,90.0,90.0,Namkeen & Savoury Snacks,4.1,"Get to taste the combine of all spicy, salted mouth delight namkeens overall in a form of Haldiram All in One. Here you get to amuse your taste buds with the crispy, brittle blend of flour noodles, pulses, puffed rice, nuts, cornflakes and raisins. Take pleasure in your snack time with heart filling Haldiram All In One Snack.",90.0,90.0,0.0
25532,"100% Pure Honey, 1 kg + Oats, 1 kg",Snacks & Branded Foods,Breakfast Cereals,bb Royal,359.4,585.0,Honey,4.2,"100% Pure Honey:
BB Royal Honey is 100% pure and natural multi-floral honey, sourced from the pine forests at the Himalayan foothills. It is filled with all-natural goodness and packed safely. It is processed without affection for its natural taste, flavour and aroma. It does not contain any other added sugar or flavouring.
Oats:
Get a healthy start to your day with bb ROYAL Instant Oats. Full of nutrition, oats are a popular choice of breakfast that is both wholesome and delicious. For a great start to the morning, oat is a perfect choice for the whole family. You can make a lot of healthy recipes with oats for breakfast, lunch or dinner and boost the nutritional value without compromising on taste. Light on the stomach, it is easy to prepare and takes only a few minutes to cook. Top it with fruits, nuts and honey for a delicious & healthy experience.",359.4,359.4,38.56410256410257
25540,Secret Green Chilli Sauce,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Chings,72.25,85.0,Chilli & Soya Sauce,4.2,Perfect dining table companions! No dining table is complete without the ever-popular Ching’s Sauces. The zingy Green Chilli Sauce that adds a buzz to any snack. This sauce is the perfect way to enhance the flavours of your favourite Desi Chinese dishes. You can also try - the rich brown Soy Sauce which is great for stir-fries and marinades. The edgy Chilli Vinegar that makes Desi Chinese dishes come alive and The Red Chilli Sauce that’s a great snack dip.,72.25,72.25,15.0
25560,Amritsari Chicken Tikka,Snacks & Branded Foods,Frozen Veggies & Snacks,Yummiez,250.0,270.0,Frozen Veg Snacks,3.9,"Yummiez Amritsari Chicken Tikka is made from chunky pieces of chicken marinated in aromatic spices and grilled to perfection in a tandoor. This is marinated boneless chicken. Its taste gives you an inexpressible feeling of satisfaction. It is a quick and tasty snack. Now you don't have to wait for long to savour your favourite chicken tikka, simply defrost, heat and serve.",250.0,250.0,7.4074074074074066
25587,Badam Pak,Snacks & Branded Foods,Indian Mithai,Patanjali,250.0,250.0,"Tinned, Packed Sweets",3.9,"Patanjali Badam Pak finished of pure organic almonds is extremely beneficial for the common health of the body. Almond is packed of nutrients and helps in the growth of brain. It is rich in vitamin E, which acts an anti-oxidant, helps to decrease the fatty plaques in the arteries and keeps the heart. It keeps a control on the sugar and blood pressure level. It aids to lower cholesterol levels, thus defending from heart diseases. Almonds are rich in zinc and assist to encourage high quality semen. Regular intake of Badam Pak will remain the body healthy and free of diseases.",250.0,250.0,0.0
25588,Honey - Himalayan,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Future Organics,350.0,350.0,Honey,3.5,"This honey originates from the tress of sub-himalayan valleys .This regionis famous for its herbal plants & flowers .This extremely rare honey is hand harvested using eco-friendly & natural methods that protect the bees and preserve the natural pollen ,vitamins, minerals and enzymes found in honey . it has an enjoyable taste like honting himalayas it increases appetite ,controls gastritis , helps sinus problems,arthritis & asthma patients .its a home remedy for all the above .",350.0,350.0,0.0
