index,product,category,sub_category,brand,sale_price,market_price,type,rating_clean,description,sale_price_original,sale_price_capped,discount_pct
14150,Duster/Cleaning Set - Kitchen Cleaner Combo,Cleaning & Household,"Mops, Brushes & Scrubs",SHAMROCK,75.0,119.0,Dust Cloth & Wipes,3.9,"A multipurpose cleaning cloth used for cleaning of all floors, granite tables and generally used in the kitchen due to its water absorbent quality.",75.0,75.0,36.97478991596639
14151,Laban,Snacks & Branded Foods,Chocolates & Candies,MTR FOODS,30.0,30.0,"Toffee, Candy & Lollypop",4.2,"Laban is a ready-to-eat sugar boiled confectionery which is the perfect treat for your sweet tooth and can be relished after a meal, or while on-the-go. It is available in four delicious flavours, namely: Green Mango, Orange, Strawberry, and Mango.",30.0,30.0,0.0
14162,Feta Cheese,"Bakery, Cakes & Dairy",Dairy,D'Lecta,89.0,100.0,Cheese,4.1,"D'lecta feta cheese is freshly prepared from cow's milk by a traditional greek process. It's crumbly texture makes it perfect for use in salads, with fruits, pizzas, pastas etc. This natural cheese is protein rich & contains low fat. It is highly preferred by people who follow a keto diet.Made from cow's milk and not vegetable fat.",89.0,89.0,11.0
14166,Digestive Biscuits - No Added Sugar,Snacks & Branded Foods,Biscuits & Cookies,Mcvities,18.0,20.0,Cookies,4.5,"Indulge in the goodness of wholewheat wrapped in great taste, with no added sugar.
The legendary Digestives from McVitie’s is a name that blends together the traditions of tasty wholewheat biscuits with the healthy benefits of fibre. Wholewheat was never so tasty with McVitie’s bringing yumminess into healthy eating. Bite in, and get hooked to this fit habit of eating McVitie’s biscuits with healthy wholewheat.",18.0,18.0,10.0
14168,Leather Shave Cream - Fresh Lime,Beauty & Hygiene,Men's Grooming,Old Spice,71.25,75.0,Shaving Care,4.4,"Old spice lather shaving cream provides rich moisturizing foam for secure shaving. First-class lubricating superiority in old spice lather shaving cream offers greater gliding action-a closer, more relaxed shave. Richer, longer - lasting lather holds up during your shave.",71.25,71.25,5.0
14175,"Whole Wheat Bread - Safe, Preservative Free 400 g + Pav 300 g","Bakery, Cakes & Dairy",Breads & Buns,Fresho,65.0,68.0,"Brown, Wheat & Multigrain",4.0,"Fresho Whole Wheat Bread - Safe, Preservative Free 400 g
Freshly Baked bread is one of life's greatest simple pleasures and at Bigbasket we decided to give you just that. We start baking our bread once your order using the finest ingredients available. Use Fresho's Whole Wheat bread for all your homemade snack preparations like sandwiches. These are soft and delicious slices that make ideal accompaniments for any curry.
Fresho Pav - Safe, Preservative Free 300 g
Freshly Baked bread is one of life's greatest simple pleasures and at Bigbasket we decided to give you just that. Serve the soft and spongy Fresho Pav with your favourite curries, vadas, veggies and more!",65.0,65.0,4.411764705882353
14185,"Tomato - Local, Organically Grown",Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,15.0,6.25,Organic Vegetables,3.0,"Fresho brings to you an exquisite range of locally grown organic tomatoes, which are now available at bigbasket. These organic tomatoes are free from harmful pesticides and insecticides and thus have a very natural and tangy taste, which is attributed to its healthy soil growth. The ripe and firm tomatoes are a luscious addition to any meal.",5.0,15.0,0.0
14186,Yippee Pasta Treat - Sour Cream Onion,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Sunfeast,25.0,25.0,Instant Pasta,4.1,"Sunfeast YiPPee! Pasta Treat Sour Cream & Onion is a delightful and tasty dish loved by all ages. Your all-time favourite flavour in a hot and creamy avatar makes it a delectable snack, full of goodness. The Pasta is made from 100% Suji and it is not fried. It is a source of protein.
Easy to prepare and quick to finish, Sunfeast YiPPee! Pasta Treat cooks in just under 8 minutes. Lose yourself in a flavourful treat with Sunfeast YiPPee! Pasta Treat Sour Cream & Onion Sunfeast YiPPee! pasta also comes in a variety of flavours. Grab your favourite variant now.",25.0,25.0,0.0
14187,Thyme - Herb,"Foodgrains, Oil & Masala",Masalas & Spices,Snapin,89.1,99.0,Herbs & Seasoning,4.0,"Thyme is a delicate looking herb with a penetrating fragrance, which adds a great flavour to soups, salads, pasta and all things warm and cheesy. Thyme has a long history of its use in natural medicine in connection with chest and respiratory problems, including cough, bronchitis, and chest congestion.",89.1,89.1,10.000000000000005
14188,Mr Magic Handwash Refills,Beauty & Hygiene,Bath & Hand Wash,Godrej Protekt,41.9,45.0,Hand Wash & Sanitizers,4.4,"This Godrej Protekt Mr Magic handwash is not just a handwash, it is magic in a bottle! With the power of neem and aloe vera, it protects your hands from germs and leaves your skin feeling soft. So, add, pour, shake and wash to stay protected.",41.9,41.9,6.888888888888892
14197,Curry Mix - Vatakozambu,"Foodgrains, Oil & Masala",Masalas & Spices,Just A Minute,55.0,55.0,Blended Masalas,4.2,"Savor the authentic and traditional taste from the heart of South India with our range of Just a Minute Ready Mixes. All made from choice herbs and spices. Just add 4 teaspoons of the Vata-kozambu masala mix in 200 ml of water along with your choice of fried vegetables (Like Vathal/ ladiesfinger) and bring to a boil. Serve along with plain cooked rice, dosas, idlis or chappaties. Easy as that. Enjoy",55.0,55.0,0.0
14203,Aromatic Skin Toner,Beauty & Hygiene,Skin Care,Aroma Magic ,93.75,125.0,Face Care,3.7,"100% free of alcohol, parabens, petrochemicals, phthalates, artificial fragrance and colour. Special formulation intended to clean and tone the skin without drying out the skin. Extracts of pomegranate together with lavender and peppermint heals renews the skin cells and increases circulation in it. Which hazel prevents moisture loss while the essential oils of rosemary and ylang ylang act as natural astringents that calms and balances the skin, delivering vital nutrients and vitamins to the skin. You will find your skin looking healthier and toned.Tip: Following a regular skin care regime can help you achieve flawless skin. For more tips on skin care, visit bigbasket lifestyle blog, Click Here to visit bigbasket’s lifestyle blog",93.75,93.75,25.0
14212,Coconut Milk Powder,Snacks & Branded Foods,Ready To Cook & Eat,MAGGI ,30.0,30.0,Breakfast & Snack Mixes,4.4,"MAGGI Coconut Milk Powder is made from the finest coconuts, to help deliver a rich coconut flavour and creamy texture to your favourite dishes! The exotic taste and convenience of this coconut milk powder are enjoyed by cooks in over 50 countries worldwide and Nestlé's state-of-art technology and processes ensure that the taste and aroma are as good as fresh coconuts. Now, easily prepare delicious and creamy coconut milk or cream and add it to your curries (Thai curry, Fish curry, Prawn curry, Veg Stew etc.), desserts (Payasam, Coconut Mousse, Cookies), rice, milkshakes and lot more. Why not give it a try in Thai green curry?",30.0,30.0,0.0
14216,Touch 'N' Fresh Lemon Refill,Cleaning & Household,Fresheners & Repellents,Glade,85.0,85.0,Air Freshener,4.3,"This product is ideal for your kitchen, living room, bedroom or bathroom and eliminates odours and maintains freshness in the room.",85.0,85.0,0.0
14217,Binder Clip - 41mm,Cleaning & Household,Stationery,Ravi Agencies,90.0,90.0,"Notebooks, Files, Folders",4.7,"This binder clip is a superior quality powder coated metal clips with long levers for easy handling. Also, it is rust-proof.",90.0,90.0,0.0
14226,Organic High Protein Paneer,"Bakery, Cakes & Dairy",Dairy,Farm Connect,92.0,100.0,"Paneer, Tofu & Cream",3.9,"Farm Connect high protein paneer is power packed with 2 litres of pure organic milk, rich in calcium and 9 essential minerals. It's great food in itself for all fitness lovers.Organic paneer is made from organic milk. Organic milk is obtained from cows who obtain at least 30% of their diet from pasture. It is good for you as it is farm fresh, pure and safe and has a high taste. It is also good for the globe as it is farmer friendly, animal-friendly and chemical free. It contains no chemicals, no adulteration, no preservatives and no artificial substances. It is low-fat organic paneer and is high in protein.",92.0,92.0,8.0
14232,Chrysanthemum/Shevanti Flower,Fruits & Vegetables,"Flower Bouquets, Bunches",Fresho,26.0,32.5,Marigold,3.0,"Chrysanthemums, also known as 'mums', are considered one of the most beautiful varieties of perennials that starts flowering from early autumn. This is one of the most popular flowers in the month of November.
The product image shown is for representation purpose only, the actual product may vary based on season, produce & availability.",26.0,26.0,20.0
14237,Bathing Soap - Rosewater & Almond,Beauty & Hygiene,Bath & Hand Wash,Godrej No.1,64.6,68.0,Bathing Bars & Soaps,4.3,"Favoured by over 380 million consumers, Godrej No.1 offers you 'nature's way to beauty' with carefully chosen natural ingredients to make your skin naturally beautiful. It is Grade 1 quality soap and the highest-selling soap of its kind in the country. Feel the brush of soft rose petals as you apply the Godrej No.1 Rosewater and Almond soap to your skin. It has the fragrance of roses and the nourishment of almonds, which renders your skin smooth and fragrant. It preserves the young nature of your skin giving you a perfect complexion. It protects your skin and gives you a youthful and young look.",64.6,64.6,5.000000000000009
14238,Disposable Bowl,Cleaning & Household,Party & Festive Needs,Chuk,79.0,79.0,Disposable Cups & Plates,4.3,"These bowls are Eco-friendly and are made from regenerative sources. So, every time you use them, you can do so without harming the environment. They are ideal for an everyday meal and great for food catering at parties, picnics and functions. The natural fibres that are used for the production of our Bagasse items are strong and very durable, and as a plus, these fibres leave little to no carbon footprint on our environment.",79.0,79.0,0.0
14244,Mullu Murukku Namkeen,Snacks & Branded Foods,Snacks & Namkeen,Ela,60.0,60.0,Namkeen & Savoury Snacks,4.1,"Ela Mullu Murukku is a savoury snack. It is a deep fried rice based snack. It has an uneven texture that gives it an extra crunch. 'Mullu' refers to thorns in Tamil and the snack derives its name from this. An attractive and simple snack that is crispy, yummy and crunchy. It is often served as a tea time snack or when you need something to munch on and during various festivals and special occasions. It is enjoyed by all age groups and can be had as a snack along with tea or by itself.",60.0,60.0,0.0
14248,Sunflower Seeds - Honey Flavour,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Tong Garden,30.0,30.0,Roasted Seeds & Nuts,4.2,"Brighten your day with these sunflower seeds, chock-full of vitamin E and dripping with honey. Each handful of these sweet morsels is packed with nutritional goodness, sating hunger and supplying health. Each packet consists of 11 individual sachets. When you're hungry and in a hurry, reach for one of these quick, easy and nutritious snack!",30.0,30.0,0.0
14251,Tasty Twist Mumbai Chowpatty Multi-Use Seasoning,"Foodgrains, Oil & Masala",Masalas & Spices,Kohinoor,16.0,20.0,Herbs & Seasoning,4.1,"Mumbai Chowpatty flavour of Tasty Twist comes in a nostalgic mix of exotic masalas such as Cinnamon, Clove, Cardamom, Red chili, Coriander and Kasoori methi. Add the Mumbai Chowpatty seasoning to boiled potatoes and fill your toastie sandwich for a delicious breakfast. You could even toss it with steamed rice and veggies for a mouth-watering Tawa pulao.",16.0,16.0,20.0
14253,Exotic Peach Kombucha,Gourmet & World Food,Drinks & Beverages,Toyo Kombucha,95.0,95.0,"Aerated, Still, Sparkling",4.0,"Toyo Kombucha begins as a sweet tea, beautifully brewed before adding the magic i.e., SCOBY, for fermentation. Our booch brewers use organic ingredients to create low-calorie, guilt-free tasty treat. Result- a cool and crisp sparkling tea, bubbling with anti-oxidants. Toyo Kombucha lifts up your efforts to a healthy lifestyle with a wide range of low and zero sugar kombucha. Every booch manufacturer has his own recipe, but at Toyo, we craft superior flavour not through sugar dumping, but with delicate authentic flavours. This beverage is fairly low in sugar as compared to pop sodas. And to add more to it, it is free from all the chemical preservatives present in your other fizzy drinks, which makes it a bang-on health drink. Our brewers stay true to their stand on say no to artificial flavours and present an exotic range of lip-smacking flavours. Toyo Kombucha believes in taking small steps to a better lifestyle. Toyo serves flavours ranging from ginger lemon to exotic peach to lemon-grass and even mango. Thus, leaving you with a number of options to choose from. It also spices-up the boring monotonous diet of fitness freaks. Apart from their protein shakes, they hardly have any other health drinks to confide in. But, with kombucha in the game, they not only have a guilt-free escape but also a super delicious one",95.0,95.0,0.0
14254,Phoenix Fruit & Vegetable Plastic Basket - Assorted Colour,Cleaning & Household,Bins & Bathroom Ware,Aristo,81.0,81.0,"Laundry, Storage Baskets",3.7,"Premium Quality BPA-free basket having a smooth finish, highest quality, lightweight and appealing design. Multi-Utility Baskets: - Store anything and everything, from fruits, vegetables, pantry items, toiletries, beauty products, school supplies, mail, magazines and more.",81.0,81.0,0.0
14255,Instant Soup Mix - Mulligatawny Soup,Gourmet & World Food,Cooking & Baking Needs,Veekes & Company,49.0,49.0,"Herbs, Seasonings & Rubs",5.0,"Veekes and company bring to you a quintessential South Indian soup influenced by ‘rasam’- spicy, peppery, with a hint of tamarind and ‘hing’. It is a quick and affordable way to make Mulligatawny Soup at home within minutes. It is an Indian soup with tangy, spicy flavours. It has real bits of herbs such crushed pepper for an authentic flavour. It has asafoetida which gives it a distinct flavour. It is quick and easy to prepare. It has a balanced mix of herbs for an authentic taste. Serve up some restaurant like soup with the ease of simply adding water and heating it to get the perfect consistent thickness and taste. It is preservative-free. It takes 2 minutes to prepare this deliciously appetizing soup.",49.0,49.0,0.0
14261,"Shoe Shiner Sponge - Black, Handy Shine",Cleaning & Household,Car & Shoe Care,Cherry Blossom,67.0,75.0,Shoe Polish,4.2,"Shine your shoes, shine your day, with Cherry Blossom Handy Shine Shoe Polish Sponge. It is a unique shoe polish sponge with advanced silicone oil that gives your shoes 50% more shine.",67.0,67.0,10.666666666666668
14263,Cookies - Chocolate Chip,Snacks & Branded Foods,Biscuits & Cookies,Unibic,27.0,30.0,Cookies,4.2,"The Chocolate chip cookies from Unibic are sprinkled with chocolate chips, which is also its most prominent distinguishing ingredient. The ingredients of this traditional recipe are butter, white and brown sugar and semi-sweet chocolate chips. These mouthwatering cookies with chocolate chips on it and yet are so crisp that you will surely love it from the first bite itself.",27.0,27.0,10.0
14264,Colocasia - Organically Grown,Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,15.0,23.75,Organic Vegetables,3.0,"Fresho Organic products are organically grown and handpicked by expert.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",11.0,15.0,36.84210526315789
14271,Yellow Cloth - Small,Cleaning & Household,Pooja Needs,Raju's Cloth,79.0,79.0,Candles & Match Box,3.3,Yellow Cloth is soft and used for cleaning delicate glasses. It can also be used for cleaning smooth surfaces and for dealing with spills and splatters in the house.,79.0,79.0,0.0
14273,Spring Onion - Chopped,Fruits & Vegetables,Cuts & Sprouts,Fresho,46.0,57.5,Cut & Peeled Veggies,3.0,"Spring onions come with a crisp texture and sweet flavour. They are moist with thin, white flesh and a green stem that is hollow, bitter and pungent. Fresho delivers at your doorstep freshly chopped spring onions, making your preparations much easier and quicker because we value your time!",46.0,46.0,20.0
14274,Namkeen - Khatta Meetha,Snacks & Branded Foods,Snacks & Namkeen,Haldirams ,28.5,30.0,Namkeen & Savoury Snacks,4.1,"Snacks are an important part of our routine, and having the right snack at the right time is a matter of getting a well deserved break when you most need it! Which is why you can trust Haldirams for an amazing range of sweet and savoury snacks that come in easy to carry packs, like the Haldirams Namkeen Khatta Meetha pouch.",28.5,28.5,5.0
14275,"Two Tone Plastic Bowl/ Fruits & Vegetable Basket - No. 1, White Base With Pink Ring, L2301","Kitchen, Garden & Pets",Storage & Accessories,Princeware,39.0,68.0,Containers Sets,3.6,"This bowl, made from plastic, is durable and easy to clean and maintain. It is round shaped and is also easy to carry. The colour of the bowl makes it attractive and perfect for keeping in the dining table or storing in the kitchen.",39.0,39.0,42.64705882352941
14278,Organic Quinoa Flour,"Foodgrains, Oil & Masala",Organic Staples,bb Royal,88.0,140.0,Organic Millet & Flours,4.1,"BB Royal Organic Quinoa Flour is made from natural and healthy ingredients. It is made from high quality and well-selected quinoa. This quinoa is naturally gluten-free. It is a good mixture of vitamins, minerals and nutrients. The gluten-free property of quinoa makes it more healthy and beneficial. It is healthy and has several health benefits. It provides you with all the necessary amount of nutrients. This flour has a slightly nutty and earthy flavour which makes it a nutritious alternative to whole wheat flour.",88.0,88.0,37.142857142857146
14282,Moisture Rich Jasmine Soap - For Moms,Baby Care,Mothers & Maternity,Himalaya,55.0,55.0,Maternity Personal Care,4.1,"Himalaya FOR MOMS Moisture Rich Jasmine Soap is specially designed for new moms. A rich blend of natural and deeply nourishing ingredients like Extra Virgin Coconut Oil, Cocoa and Mango Butters, this soap will pamper you, leaving your skin feeling soothed and hydrated. The aromatherapy benefits of jasmine rejuvenate the mind, making your bathtime a luxurious experience.",55.0,55.0,0.0
14283,Pure Hands Purifying Tulsi Hand Wash,Beauty & Hygiene,Bath & Hand Wash,Himalaya,94.3,115.0,Hand Wash & Sanitizers,4.4,"Enriched with the power of Tulsi, known for it's detoxifying, purifying and antimicrobial properties in combination with Aloe Vera known for it's soothing and moisturizing properties. This handwash prevents excessive dryness of hands.",94.3,94.3,18.000000000000004
14288,Powder Puff,Beauty & Hygiene,Makeup,Cosmetics,47.5,50.0,Makeup Accessories,4.0,Powder puffsÂ are pieces of soft material used for the application of face powder. They may be shaped as balls or pads,47.5,47.5,5.0
14295,Fruit Cookies,Snacks & Branded Foods,Biscuits & Cookies,Mcvities,70.0,70.0,Cookies,4.1,"Indulge in the delicious sweetness of Mediterranean currants. Fruit cookies by Mcvite€™s is a wholesome treat for your entire family. The kids will love them, so will the adults. Bring home this fruity treat and get your taste buds ready for a sweet adventure",70.0,70.0,0.0
14299,Lemon Tossed Soyabeans,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",FabBox,50.0,50.0,"Healthy, Baked Snacks",4.1,Our Soya nuts with a hint of Lime making it a savoury combination! It contains soybeans and may contain traces of peanut. It is high in protein and high in fibre. It contains no Preservatives. The namkeen is a healthy snack and contains roasted nuts.,50.0,50.0,0.0
14304,Onion Flakes,"Foodgrains, Oil & Masala",Masalas & Spices,Keya,69.3,99.0,Herbs & Seasoning,4.5,"Keya Onion flakes are carefully chosen to give you an exquisite aroma and flavour. It gives a really good taste to dips, soups, sauces, vegetables, chicken and burgers. Add it to your diet for a flavourful tasty food.",69.3,69.3,30.000000000000004
14310,Schezwan Instant Noodles + Tomato Instant Soup,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Ching'S Secret,58.47,70.0,Instant Noodles,4.2,"Schezwan Instant Noodles: Discover life beyond the same old masala noodles with Ching’s Instant Noodles with the most addictively Schezwan flavour. It's a perfect blend of zesty spices. Made hygienically, using state-of-the-art technology, Ching’s Instant Noodles are non-sticky and non-soggy so that the flavours can coat each and every strand fully. These exciting Noodles are the best way to bust your hunger pangs instantly. It's a perfect anytime snack, easy to cook, and is 100% Vegetarian. Have it as a quick snack or a small meal.
Tomato Soup: Enjoy a delicious and creamy tomato soup that will warm your heart and soul with its long-drawn flavour. Ching's tomato soup is an exotic blend of ripe, red tomatoes and special Italian herbs, some Chinese flavours and desi spices that create a rare flavour, which will have you craving for more. The easy to cook soup is one of the best soups, loved by people of all ages, from a premium range of veg soups by Ching's Secret. Enjoy Ching's Secret Tomato Soup as a yummy snack or an appetizer before a special meal.",58.47,58.47,16.47142857142857
14315,Gentle Handwash - Fresh Sweet Lime Peel & Tulsi,Beauty & Hygiene,Bath & Hand Wash,Santoor,94.05,99.0,Hand Wash & Sanitizers,4.4,Tulsi with its antibacterial and antioxidant properties cleans and protects your hands from germs. Sweet Lime Peel refreshes your hands while keeping hands soft. Santoor handwash is moisturising and it does not dry out your hands.,94.05,94.05,5.000000000000003
14319,Masala Oats - Pongal Surprise,Snacks & Branded Foods,Breakfast Cereals,Saffola,15.0,15.0,Oats & Porridge,4.1,"Saffola Masala Oats has a burst of flavours and are made from 100% natural wholegrain oats along with real vegetables and the choicest of masalas. Eating Saffola Masala Oats as part of your daily routine is not just fantastically healthy and delicious, but also requires minimal effort for preparation; ready in 3 minutes. It satisfies the cravings for those savoury flavours as a breakfast cereal or during different times of the day.",15.0,15.0,0.0
14321,Til/Ellu - Black,"Foodgrains, Oil & Masala",Masalas & Spices,bb Royal,70.0,100.0,Whole Spices,4.2,"Sesame is an important ingredient in cooking. Sesame seeds give rich delicate nutty flavour. Almost invisible crunch to your dishes. Sesame seeds are excellent sources of copper. A very good source of manganese calcium phosphorus magnesium iron zinc molybdenum vitamin B1 selenium.
Although much of its calorie comes from fats, sesame contains several notable health-benefiting nutrients, minerals, antioxidants and vitamins. The seeds are especially rich in mono-unsaturated fatty acid, oleic acid, which comprises up to 50 percent of fatty acids. Oleic acid helps lower LDL or ""bad cholesterol"" and increases HDL or ""good cholesterol"" in the blood. The seeds are also very valuable sources of dietary protein with fine quality amino acids that are essential for growth, especially in children.",70.0,70.0,30.0
14322,Rose Lassi,"Bakery, Cakes & Dairy",Dairy,Cavins,20.0,20.0,Buttermilk & Lassi,4.1,"Cavin's Rose Lassi is thick & creamy, made with the goodness of delicious curd and fortified with Zinc, Vitamin A & D. Grab a pack today and feel refreshed in a tasty meal.",20.0,20.0,0.0
14328,Onion - Diced,Fruits & Vegetables,Fresh Vegetables,Fresho,27.0,33.75,Cut & Peeled Veggies,3.0,"Fresho brings diced onions to your doorstep, so no more tears while chopping those onions!",27.0,27.0,20.0
14331,Ceramic Cleaning Acid,Cleaning & Household,All Purpose Cleaners,Smart Home,44.0,44.0,Toilet Cleaners,4.1,"Smart home ceramic cleaning acid removes tough stains and germs from the surface. Can be used hospitals, schools, offices, hotels and homes. Cleans yellow stains and cement deposits on stone structures. Removes hard water or lime deposit from washroom tiles and even suitable to clean the commode. It is based on a blend of acids with the advantage that it is aggressive to stains and efflorescence.",44.0,44.0,0.0
14340,Flawless Gel Face Wash - Papaya,Beauty & Hygiene,Skin Care,Natures Essence,65.0,65.0,Face Care,4.1,"Fade marks fast with Nature's Essence Flawless Gel face wash. Specially formulated to treat spots and scars, this face wash uses potent papaya enzymes to visibly reduce discolouration, speed up cell renewal and reduce dark spots for a renewed, flawless complexion",65.0,65.0,0.0
14341,Rusk - Ragi,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",Tasties,93.1,110.0,Rusks,4.0,"This is a twice-baked dried bread, also referred to as Toast biscuit. Our range of rusks is baked using premium quality ingredients to develop its authentic taste. Indulge in a healthy crispy treat with this rusk. It is baked using nutritious ragi flour and an artificial sweetener called sucralose. It can be enjoyed as a healthy snack.",93.1,93.1,15.363636363636369
14342,Amla,Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,40.0,50.0,Organic Vegetables,3.0,"With light-green, translucent skin, amla/Indian Gooseberries are small, round, crisp and juicy berries with a blend of sour and bitter taste. The flesh is astringent",40.0,40.0,20.0
14355,Stainless Steel Chapati Tong,"Kitchen, Garden & Pets",Kitchen Accessories,Anjali,90.0,115.0,Kitchen Tools & Other Accessories,3.8,"Stainless Steel Chappatti Chimta are hardy and long-lasting. Made of high-quality stainless steel, this tong has long durability making it perfect for daily use. It is used to lift, flip, turn and rotate the Roti/Chapati while baking.",90.0,90.0,21.73913043478261
14359,Fruit Nuts Cookies,Snacks & Branded Foods,Biscuits & Cookies,Tasties,77.0,120.0,Cookies,4.2,"Baked to perfection, Tasties fruit and nut cookies are crunchy and tasty. Enriched with the delightful mix of fruits and nuts, Tasties Fruit & Nut Cookies are a great way of kick-start your day. Taste the goodness of fruit & nut with every bite.",77.0,77.0,35.833333333333336
14363,Soap Strips - Mogra,Beauty & Hygiene,Bath & Hand Wash,Wonder Fresh ,40.0,40.0,Bathing Bars & Soaps,4.3,"Natural Fragrances Soap Strips  For Beauty tips, tricks & more visit https://bigbasket.blog/",40.0,40.0,0.0
14371,Aval/Poha - Red Thick,"Foodgrains, Oil & Masala",Rice & Rice Products,bb Royal,70.0,120.0,"Poha, Sabudana & Murmura",4.1,"Red poha or red rice flakes are nothing but flattened rice made from red rice. Red poha nutrition value is high compared to white rice flakes. It has health benefits in terms of having more iron content and is also easy to digest. Red poha is made from red rice, it contains a pigment called anthocyanin, which is also flavonoid that doesn't undergo excessive processing, and as such the other bran layer remains intact, which is rich in fiber, vitamin B, and minerals like calcium, zinc, iron, manganese, magnesium etc.",70.0,70.0,41.66666666666667
14374,Purifying Turmeric Natural Ayurvedic Soap,Beauty & Hygiene,Bath & Hand Wash,Lever Ayush,27.0,27.0,Bathing Bars & Soaps,4.2,"Ayush Purifying Turmeric soap is formulated with 5000 years of Ayurvedic wisdom to give you clear and glowing skin. It contains the goodness of Turmeric (Haldi) and Nalpamaradi Tailam. Turmeric (Haldi) is prescribed in Ayurveda for purification and is also well known for its antiseptic and healing properties. While, Nalpamaradi Tailam is a classic oil formulated with various effective ingredients such as Vetiver, Peepal and Amla that are believed to cure skin infections and rashes, leaving your skin clear and glowing. The Ayush range of products has been carefully crafted with authentic recipes and processes, prescribed in the ancient Granthas. Traditionally, Ayurvedic ingredients were consciously picked at a certain time of the day, when they are most potent to create extremely effective Ayurvedic solutions. Lever Ayush uses the most potent ingredients that are highly beneficial to the skin, hair & teeth. The goodness of ingredients like Turmeric (Haldi), Saffron (Kesar), Cows ghee, Cardamom and Rock Salt has been used to formulate products that address our most worrying beauty problems. At Lever Ayush, we strive to make ancient Ayurvedic wisdom accessible to solve modern-day beauty problems. We believe that the solution to our beauty problems lies in the 5000-year-old Ayurvedic granthas, that prescribes the way to solve these problems from the root. We work with one of the world’s premier Ayurvedic institutes, Arya Vaidya Pharmacy (AVP) to create products that use the right ingredients to make them unique and incredibly effective.",27.0,27.0,0.0
14376,Ready Mix - Bajji Bonda,Snacks & Branded Foods,Ready To Cook & Eat,Annapoorna,40.0,40.0,Breakfast & Snack Mixes,4.1,Annaporna Spices are the preserve for Connoisseurs of authentic and pure ground Flovours & Aromas.,40.0,40.0,0.0
14377,Namkeen - Moong Dal,Snacks & Branded Foods,Snacks & Namkeen,Parle,48.0,48.0,Namkeen & Savoury Snacks,4.1,"Parle fried namkeen moong dal best to munch for all the time. A lip-smacking delicious snack, Parle’s Namkeen is created to add excitement in your life. Quite irresistible!",48.0,48.0,0.0
14378,Moisture Shield Germ Protection Liquid Handwash,Beauty & Hygiene,Bath & Hand Wash,Savlon,69.0,69.0,Hand Wash & Sanitizers,4.3,"Our Hands are hotbeds of germs. Maintaining good hand hygiene is important for staying healthy. Keep your family in safe hands with Savlon’s advanced range of Handwashes. Savlon Handwash provides effective cleansing and protects you and your family from a million germs. Savlon Handwash also protects against the H1N1, Stomach Flu. It is dermatologically tested and is suitable for all skin types. Washing your hands is easy, and it€™s one of the most effective ways to prevent the spread of germs. Keep yourself and your loved ones healthy by washing your hands often, especially during these key times when you are likely to get and spread germs - Before, during, and after preparing food, Before and after eating food, after using the toilet and after blowing your nose, coughing, or sneezing. Break the chain of infection with Savlon Handwash that protects from a million germs Also, Protects from H1N1, Stomach Flu. Savlon Moisture Shield Handwash leaves you with soft, supple and clean hands, Gentle cleansing coupled with moisturizing benefit.Dermatologically tested, suitable for all skin types, with natural extracts. No TCC. No Triclosan. No added parabens.",69.0,69.0,0.0
14380,Premium Wafer Bites - Dark Choco,Snacks & Branded Foods,Biscuits & Cookies,Tasties,49.0,85.0,Cream Biscuits & Wafers,4.2,Tasties brings you the Delicious Creamy & Crunchy Wafer Bites. Indulge in the taste of 5 wafers and 4 cream layered mini wafer bites with mouth-melting dark chocolate filling.Munch on this and say bye to your small hunger pangs.,49.0,49.0,42.35294117647059
14382,Toothpaste - Fresh Attraction Nature Boost Gel,Beauty & Hygiene,Oral Care,Closeup,50.0,50.0,Toothpaste,4.4,"Feel a boost of freshness powered by natural ingredients, with the New Closeup Nature Boost toothpaste, which is formulated with the unique antibacterial mouthwash formula. It contains refreshing elaichi oil and the goodness of natural tulsi, which gives a fresh breath and a cleansed mouth. It is made in India and is 100% vegetarian.",50.0,50.0,0.0
14399,Arjuna Tablets,Beauty & Hygiene,Health & Medicine,Jiva Ayurveda,75.0,75.0,Ayurveda,4.0,"Jiva Arjun Tablet contains the herbal ingredient, Arjuna, which has been prescribed for centuries by Ayurvedic physicians for a range of maladies afflicting vital organs. It alleviates Kapha and pitta doshas. Its ability to strengthen heart muscles is well known. So the tablet is extremely beneficial in cardiac complaints. It controls hypertension and reduces complications related to diabetes. The tablet removes blood impurities, thus preventing a host of other diseases. We prepare the tablet from the ingredients obtained from nature and sorted through a stringent quality control procedure. The ingredients are processed in a sophisticated plant that preserves their potency and prevents contamination, bringing you the best of the classical richness of Ayurveda.",75.0,75.0,0.0
