customer_id,Recency,Frequency,Monetary,Recency_capped,Frequency_capped,Monetary_capped,R_Score,F_Score,M_Score,RFM_Score,Segment,Segment_Name,Value_Score
15287,22,2,486.69,22.0,2.0,486.69,4,1,3,413,1,🌟 Champions,22.8
15288,43,5,2306.52,43.0,5.0,2306.52,3,1,5,315,1,🌟 Champions,22.8
15289,29,3,939.78,29.0,3.0,939.78,4,1,4,414,1,🌟 Champions,22.8
15290,4,18,7943.22,4.0,18.0,7943.22,5,3,5,535,3,🌟 Champions,28.0
15291,25,15,4668.3,25.0,15.0,4668.3,4,3,5,435,3,🌟 Champions,28.0
15292,201,1,180.94,201.0,1.0,180.94,1,1,1,111,0,🔔 Need Attention,8.8
15296,50,6,3672.86,50.0,6.0,3672.86,3,1,5,315,1,🌟 Champions,22.8
15297,10,3,641.94,10.0,3.0,641.94,5,1,3,513,1,🌟 Champions,22.8
15298,2,12,4799.9,2.0,12.0,4799.9,5,2,5,525,3,🌟 Champions,28.0
15299,67,7,4507.01,67.0,7.0,4507.01,3,2,5,325,1,🌟 Champions,22.8
15300,64,1,496.44,64.0,1.0,496.44,3,1,3,313,1,🌟 Champions,22.8
15301,50,12,5070.35,50.0,12.0,5070.35,3,2,5,325,3,🌟 Champions,28.0
15303,290,1,574.02,290.0,1.0,574.02,1,1,3,113,0,🔔 Need Attention,8.8
15304,60,8,694.4000000000001,60.0,8.0,694.4000000000001,3,2,3,323,1,🌟 Champions,22.8
15306,64,3,1174.35,64.0,3.0,1174.35,3,1,4,314,1,🌟 Champions,22.8
15307,95,1,205.3,95.0,1.0,205.3,2,1,1,211,1,🌟 Champions,22.8
15308,274,1,310.47,274.0,1.0,310.47,1,1,2,112,0,🔔 Need Attention,8.8
15311,0,91,60767.9,0.0,29.809999999999945,17281.158099999997,5,5,5,555,2,🌟 Champions,43.5
15312,75,4,924.85,75.0,4.0,924.85,2,1,4,214,1,🌟 Champions,22.8
15313,110,1,52.0,110.0,1.0,52.0,2,1,1,211,1,🌟 Champions,22.8
15314,199,1,327.97,199.0,1.0,327.97,1,1,2,112,0,🔔 Need Attention,8.8
15315,64,2,570.5,64.0,2.0,570.5,3,1,3,313,1,🌟 Champions,22.8
15316,326,1,165.0,326.0,1.0,165.0,1,1,1,111,0,🔔 Need Attention,8.8
15318,3,1,312.62,3.0,1.0,312.62,5,1,2,512,1,🌟 Champions,22.8
15319,283,1,204.5,283.0,1.0,204.5,1,1,1,111,0,🔔 Need Attention,8.8
15320,44,1,267.13,44.0,1.0,267.13,3,1,2,312,1,🌟 Champions,22.8
15321,70,3,2748.31,70.0,3.0,2748.31,3,1,5,315,1,🌟 Champions,22.8
15322,85,1,679.68,85.0,1.0,679.68,2,1,3,213,1,🌟 Champions,22.8
15325,103,1,162.29,103.0,1.0,162.29,2,1,1,211,1,🌟 Champions,22.8
15326,333,1,311.71,333.0,1.0,311.71,1,1,2,112,0,🔔 Need Attention,8.8
15327,52,1,208.75,52.0,1.0,208.75,3,1,1,311,1,🌟 Champions,22.8
15329,39,3,1049.7,39.0,3.0,1049.7,3,1,4,314,1,🌟 Champions,22.8
15330,32,2,714.96,32.0,2.0,714.96,4,1,3,413,1,🌟 Champions,22.8
15333,208,1,1028.56,208.0,1.0,1028.56,1,1,4,114,0,🔔 Need Attention,8.8
15334,156,3,351.67,156.0,3.0,351.67,2,1,2,212,0,🔔 Need Attention,8.8
15335,53,1,173.97,53.0,1.0,173.97,3,1,1,311,1,🌟 Champions,22.8
15339,66,2,574.07,66.0,2.0,574.07,3,1,3,313,1,🌟 Champions,22.8
15341,80,1,2020.52,80.0,1.0,2020.52,2,1,5,215,1,🌟 Champions,22.8
15342,129,1,406.09,129.0,1.0,406.09,2,1,2,212,1,🌟 Champions,22.8
15343,87,1,364.5,87.0,1.0,364.5,2,1,2,212,1,🌟 Champions,22.8
15344,0,3,563.94,0.0,3.0,563.94,5,1,3,513,1,🌟 Champions,22.8
15345,45,1,393.54,45.0,1.0,393.54,3,1,2,312,1,🌟 Champions,22.8
15346,332,1,252.42,332.0,1.0,252.42,1,1,2,112,0,🔔 Need Attention,8.8
15347,366,1,201.6,366.0,1.0,201.6,1,1,1,111,0,🔔 Need Attention,8.8
15348,72,1,158.04,72.0,1.0,158.04,2,1,1,211,1,🌟 Champions,22.8
15349,158,2,473.81,158.0,2.0,473.81,2,1,3,213,0,🔔 Need Attention,8.8
15350,373,1,115.65,368.81,1.0,115.65,1,1,1,111,0,🔔 Need Attention,8.8
15351,12,7,1960.11,12.0,7.0,1960.11,5,2,5,525,1,🌟 Champions,22.8
15353,254,2,777.02,254.0,2.0,777.02,1,1,3,113,0,🔔 Need Attention,8.8
15355,29,2,277.05,29.0,2.0,277.05,4,1,2,412,1,🌟 Champions,22.8
15356,31,10,2766.5,31.0,10.0,2766.5,4,2,5,425,1,🌟 Champions,22.8
15358,4,22,8347.2,4.0,22.0,8347.2,5,4,5,545,3,🌟 Champions,28.0
15360,39,1,427.93,39.0,1.0,427.93,3,1,2,312,1,🌟 Champions,22.8
15361,361,1,418.92,361.0,1.0,418.92,1,1,2,112,0,🔔 Need Attention,8.8
15363,372,1,326.0,368.81,1.0,326.0,1,1,2,112,0,🔔 Need Attention,8.8
15364,95,2,913.19,95.0,2.0,913.19,2,1,4,214,1,🌟 Champions,22.8
15365,25,7,2314.32,25.0,7.0,2314.32,4,2,5,425,1,🌟 Champions,22.8
15366,75,2,602.51,75.0,2.0,602.51,2,1,3,213,1,🌟 Champions,22.8
15367,57,4,1877.59,57.0,4.0,1877.59,3,1,4,314,1,🌟 Champions,22.8
15368,21,1,446.94000000000005,21.0,1.0,446.94000000000005,4,1,2,412,1,🌟 Champions,22.8
15370,40,7,2386.05,40.0,7.0,2386.05,3,2,5,325,1,🌟 Champions,22.8
15372,137,1,2007.4,137.0,1.0,2007.4,2,1,5,215,1,🌟 Champions,22.8
15373,8,12,2415.91,8.0,12.0,2415.91,5,2,5,525,3,🌟 Champions,28.0
15374,128,1,168.0,128.0,1.0,168.0,2,1,1,211,1,🌟 Champions,22.8
15376,40,3,1233.36,40.0,3.0,1233.36,3,1,4,314,1,🌟 Champions,22.8
15379,169,7,3703.29,169.0,7.0,3703.29,2,2,5,225,0,🔔 Need Attention,8.8
15380,8,5,1690.2600000000002,8.0,5.0,1690.2600000000002,5,1,4,514,1,🌟 Champions,22.8
15381,213,2,596.85,213.0,2.0,596.85,1,1,3,113,0,🔔 Need Attention,8.8
15382,14,6,5955.71,14.0,6.0,5955.71,4,1,5,415,1,🌟 Champions,22.8
15384,169,2,642.41,169.0,2.0,642.41,2,1,3,213,0,🔔 Need Attention,8.8
15385,40,1,316.88,40.0,1.0,316.88,3,1,2,312,1,🌟 Champions,22.8
15386,186,1,394.14,186.0,1.0,394.14,1,1,2,112,0,🔔 Need Attention,8.8
15389,172,1,500.0,172.0,1.0,500.0,2,1,3,213,0,🔔 Need Attention,8.8
15392,4,4,1535.53,4.0,4.0,1535.53,5,1,4,514,1,🌟 Champions,22.8
15393,16,2,231.86,16.0,2.0,231.86,4,1,1,411,1,🌟 Champions,22.8
15394,9,4,2183.54,9.0,4.0,2183.54,5,1,5,515,1,🌟 Champions,22.8
15395,325,1,107.45,325.0,1.0,107.45,1,1,1,111,0,🔔 Need Attention,8.8
15396,112,1,288.18,112.0,1.0,288.18,2,1,2,212,1,🌟 Champions,22.8
15397,289,1,94.0,289.0,1.0,94.0,1,1,1,111,0,🔔 Need Attention,8.8
15398,16,2,1345.53,16.0,2.0,1345.53,4,1,4,414,1,🌟 Champions,22.8
15399,1,3,815.77,1.0,3.0,815.77,5,1,3,513,1,🌟 Champions,22.8
15400,92,5,716.2,92.0,5.0,716.2,2,1,3,213,1,🌟 Champions,22.8
15402,148,2,626.77,148.0,2.0,626.77,2,1,3,213,0,🔔 Need Attention,8.8
15405,189,1,349.1,189.0,1.0,349.1,1,1,2,112,0,🔔 Need Attention,8.8
15406,31,2,510.71,31.0,2.0,510.71,4,1,3,413,1,🌟 Champions,22.8
15407,33,4,1056.44,33.0,4.0,1056.44,3,1,4,314,1,🌟 Champions,22.8
15408,264,1,267.18,264.0,1.0,267.18,1,1,2,112,0,🔔 Need Attention,8.8
15410,84,8,3450.84,84.0,8.0,3450.84,2,2,5,225,1,🌟 Champions,22.8
15411,26,4,1358.88,26.0,4.0,1358.88,4,1,4,414,1,🌟 Champions,22.8
15412,171,1,190.53,171.0,1.0,190.53,2,1,1,211,0,🔔 Need Attention,8.8
15414,9,3,774.9000000000001,9.0,3.0,774.9000000000001,5,1,3,513,1,🌟 Champions,22.8
15415,313,1,572.8100000000001,313.0,1.0,572.8100000000001,1,1,3,113,0,🔔 Need Attention,8.8
15416,64,4,3984.32,64.0,4.0,3984.32,3,1,5,315,1,🌟 Champions,22.8
15417,85,1,508.8,85.0,1.0,508.8,2,1,3,213,1,🌟 Champions,22.8
15419,24,1,135.86,24.0,1.0,135.86,4,1,1,411,1,🌟 Champions,22.8
15421,58,4,950.36,58.0,4.0,950.36,3,1,4,314,1,🌟 Champions,22.8
15422,323,2,97.7,323.0,2.0,97.7,1,1,1,111,0,🔔 Need Attention,8.8
15423,38,1,43.5,38.0,1.0,43.5,3,1,1,311,1,🌟 Champions,22.8
15424,254,2,383.34,254.0,2.0,383.34,1,1,2,112,0,🔔 Need Attention,8.8
15426,19,5,1447.39,19.0,5.0,1447.39,4,1,4,414,1,🌟 Champions,22.8
15427,33,3,1483.14,33.0,3.0,1483.14,3,1,4,314,1,🌟 Champions,22.8
15428,15,1,93.78,15.0,1.0,93.78,4,1,1,411,1,🌟 Champions,22.8
15429,26,2,397.35,26.0,2.0,397.35,4,1,2,412,1,🌟 Champions,22.8
15432,23,1,171.19,23.0,1.0,171.19,4,1,1,411,1,🌟 Champions,22.8
15433,213,2,533.3,213.0,2.0,533.3,1,1,3,113,0,🔔 Need Attention,8.8
15434,8,5,1041.48,8.0,5.0,1041.48,5,1,4,514,1,🌟 Champions,22.8
15435,22,1,149.29,22.0,1.0,149.29,4,1,1,411,1,🌟 Champions,22.8
15436,12,3,1122.53,12.0,3.0,1122.53,5,1,4,514,1,🌟 Champions,22.8
15437,262,1,200.16,262.0,1.0,200.16,1,1,1,111,0,🔔 Need Attention,8.8
15438,131,1,156.57999999999998,131.0,1.0,156.57999999999998,2,1,1,211,1,🌟 Champions,22.8
15440,54,3,383.68,54.0,3.0,383.68,3,1,2,312,1,🌟 Champions,22.8
15442,248,1,594.0,248.0,1.0,594.0,1,1,3,113,0,🔔 Need Attention,8.8
15443,1,7,3236.91,1.0,7.0,3236.91,5,2,5,525,1,🌟 Champions,22.8
15444,9,2,1418.26,9.0,2.0,1418.26,5,1,4,514,1,🌟 Champions,22.8
15445,264,1,113.5,264.0,1.0,113.5,1,1,1,111,0,🔔 Need Attention,8.8
15447,330,1,155.17,330.0,1.0,155.17,1,1,1,111,0,🔔 Need Attention,8.8
15448,312,1,494.64,312.0,1.0,494.64,1,1,3,113,0,🔔 Need Attention,8.8
15449,26,3,974.52,26.0,3.0,974.52,4,1,4,414,1,🌟 Champions,22.8
15450,30,1,429.84,30.0,1.0,429.84,4,1,2,412,1,🌟 Champions,22.8
15452,29,3,538.73,29.0,3.0,538.73,4,1,3,413,1,🌟 Champions,22.8
15453,1,7,1388.37,1.0,7.0,1388.37,5,2,4,524,1,🌟 Champions,22.8
15454,362,1,179.1,362.0,1.0,179.1,1,1,1,111,0,🔔 Need Attention,8.8
15456,283,3,447.22,283.0,3.0,447.22,1,1,2,112,0,🔔 Need Attention,8.8
15457,262,1,237.07,262.0,1.0,237.07,1,1,1,111,0,🔔 Need Attention,8.8
15458,25,1,161.64,25.0,1.0,161.64,4,1,1,411,1,🌟 Champions,22.8
15460,354,1,216.76,354.0,1.0,216.76,1,1,1,111,0,🔔 Need Attention,8.8
15462,94,3,234.6,94.0,3.0,234.6,2,1,1,211,1,🌟 Champions,22.8
15463,29,1,126.14,29.0,1.0,126.14,4,1,1,411,1,🌟 Champions,22.8
15464,338,1,1048.85,338.0,1.0,1048.85,1,1,4,114,0,🔔 Need Attention,8.8
15465,19,18,7354.62,19.0,18.0,7354.62,4,3,5,435,3,🌟 Champions,28.0
15466,85,1,334.53,85.0,1.0,334.53,2,1,2,212,1,🌟 Champions,22.8
15467,9,3,524.88,9.0,3.0,524.88,5,1,3,513,1,🌟 Champions,22.8
15468,51,2,467.51,51.0,2.0,467.51,3,1,3,313,1,🌟 Champions,22.8
15469,50,2,538.55,50.0,2.0,538.55,3,1,3,313,1,🌟 Champions,22.8
15471,2,1,469.48,2.0,1.0,469.48,5,1,3,513,1,🌟 Champions,22.8
15472,113,1,371.56,113.0,1.0,371.56,2,1,2,212,1,🌟 Champions,22.8
15473,14,7,1771.2,14.0,7.0,1771.2,4,2,4,424,1,🌟 Champions,22.8
15475,77,1,454.11,77.0,1.0,454.11,2,1,2,212,1,🌟 Champions,22.8
15478,40,2,1441.42,40.0,2.0,1441.42,3,1,4,314,1,🌟 Champions,22.8
15482,15,12,11054.96,15.0,12.0,11054.96,4,2,5,425,3,🌟 Champions,28.0
15483,161,4,233.81,161.0,4.0,233.81,2,1,1,211,0,🔔 Need Attention,8.8
15484,1,4,3594.31,1.0,4.0,3594.31,5,1,5,515,1,🌟 Champions,22.8
15485,30,3,2575.0,30.0,3.0,2575.0,4,1,5,415,1,🌟 Champions,22.8
15488,92,1,91.32,92.0,1.0,91.32,2,1,1,211,1,🌟 Champions,22.8
15489,22,3,1134.28,22.0,3.0,1134.28,4,1,4,414,1,🌟 Champions,22.8
15491,95,6,3100.09,95.0,6.0,3100.09,2,1,5,215,1,🌟 Champions,22.8
15492,28,2,659.4599999999999,28.0,2.0,659.4599999999999,4,1,3,413,1,🌟 Champions,22.8
15493,32,5,2001.8,32.0,5.0,2001.8,4,1,5,415,1,🌟 Champions,22.8
15494,21,2,1299.23,21.0,2.0,1299.23,4,1,4,414,1,🌟 Champions,22.8
15497,17,2,1262.2,17.0,2.0,1262.2,4,1,4,414,1,🌟 Champions,22.8
15498,2,27,13316.4,2.0,27.0,13316.4,5,5,5,555,3,🌟 Champions,28.0
15500,8,4,1131.56,8.0,4.0,1131.56,5,1,4,514,1,🌟 Champions,22.8
15502,15,12,10384.93,15.0,12.0,10384.93,4,2,5,425,3,🌟 Champions,28.0
15503,362,1,147.09,362.0,1.0,147.09,1,1,1,111,0,🔔 Need Attention,8.8
15504,81,1,52.83,81.0,1.0,52.83,2,1,1,211,1,🌟 Champions,22.8
15505,52,5,3610.96,52.0,5.0,3610.96,3,1,5,315,1,🌟 Champions,22.8
15506,22,3,979.26,22.0,3.0,979.26,4,1,4,414,1,🌟 Champions,22.8
15507,171,1,492.36,171.0,1.0,492.36,2,1,3,213,0,🔔 Need Attention,8.8
15508,189,6,1000.27,189.0,6.0,1000.27,1,1,4,114,0,🔔 Need Attention,8.8
15510,330,1,250.0,330.0,1.0,250.0,1,1,2,112,0,🔔 Need Attention,8.8
15511,11,5,909.23,11.0,5.0,909.23,5,1,4,514,1,🌟 Champions,22.8
15512,155,2,121.0,155.0,2.0,121.0,2,1,1,211,0,🔔 Need Attention,8.8
15513,33,19,14758.22,33.0,19.0,14758.22,3,4,5,345,3,🌟 Champions,28.0
15514,12,11,4139.46,12.0,11.0,4139.46,5,2,5,525,3,🌟 Champions,28.0
15516,44,3,62.43,44.0,3.0,62.43,3,1,1,311,1,🌟 Champions,22.8
15517,233,1,267.03,233.0,1.0,267.03,1,1,2,112,0,🔔 Need Attention,8.8
15518,64,8,1942.45,64.0,8.0,1942.45,3,2,4,324,1,🌟 Champions,22.8
15520,1,1,343.5,1.0,1.0,343.5,5,1,2,512,1,🌟 Champions,22.8
15521,40,8,3000.2,40.0,8.0,3000.2,3,2,5,325,1,🌟 Champions,22.8
15522,32,2,398.84,32.0,2.0,398.84,4,1,2,412,1,🌟 Champions,22.8
15523,84,1,412.0100000000001,84.0,1.0,412.0100000000001,2,1,2,212,1,🌟 Champions,22.8
15524,24,1,440.0,24.0,1.0,440.0,4,1,2,412,1,🌟 Champions,22.8
15525,2,3,825.92,2.0,3.0,825.92,5,1,3,513,1,🌟 Champions,22.8
15526,33,2,148.44,33.0,2.0,148.44,3,1,1,311,1,🌟 Champions,22.8
15527,18,8,2429.78,18.0,8.0,2429.78,4,2,5,425,1,🌟 Champions,22.8
15528,254,1,229.33,254.0,1.0,229.33,1,1,1,111,0,🔔 Need Attention,8.8
15529,22,11,3995.23,22.0,11.0,3995.23,4,2,5,425,3,🌟 Champions,28.0
15530,21,4,1502.35,21.0,4.0,1502.35,4,1,4,414,1,🌟 Champions,22.8
15531,8,2,2007.44,8.0,2.0,2007.44,5,1,5,515,1,🌟 Champions,22.8
15532,25,4,1580.93,25.0,4.0,1580.93,4,1,4,414,1,🌟 Champions,22.8
15533,19,3,807.57,19.0,3.0,807.57,4,1,3,413,1,🌟 Champions,22.8
15535,173,4,536.4,173.0,4.0,536.4,2,1,3,213,0,🔔 Need Attention,8.8
15537,163,1,110.92,163.0,1.0,110.92,2,1,1,211,0,🔔 Need Attention,8.8
15539,7,1,538.46,7.0,1.0,538.46,5,1,3,513,1,🌟 Champions,22.8
15540,11,1,213.3,11.0,1.0,213.3,5,1,1,511,1,🌟 Champions,22.8
15541,114,1,85.13000000000001,114.0,1.0,85.13000000000001,2,1,1,211,1,🌟 Champions,22.8
15543,288,1,127.86,288.0,1.0,127.86,1,1,1,111,0,🔔 Need Attention,8.8
15544,9,9,3546.71,9.0,9.0,3546.71,5,2,5,525,1,🌟 Champions,22.8
15545,54,2,292.72,54.0,2.0,292.72,3,1,2,312,1,🌟 Champions,22.8
15547,7,14,4954.84,7.0,14.0,4954.84,5,3,5,535,3,🌟 Champions,28.0
15549,77,3,1693.26,77.0,3.0,1693.26,2,1,4,214,1,🌟 Champions,22.8
15550,4,4,575.63,4.0,4.0,575.63,5,1,3,513,1,🌟 Champions,22.8
15551,36,1,436.06,36.0,1.0,436.06,3,1,2,312,1,🌟 Champions,22.8
15552,217,1,90.12,217.0,1.0,90.12,1,1,1,111,0,🔔 Need Attention,8.8
15553,60,1,437.23,60.0,1.0,437.23,3,1,2,312,1,🌟 Champions,22.8
15554,277,1,217.2,277.0,1.0,217.2,1,1,1,111,0,🔔 Need Attention,8.8
15555,12,16,4805.17,12.0,16.0,4805.17,5,3,5,535,3,🌟 Champions,28.0
15556,24,1,279.77,24.0,1.0,279.77,4,1,2,412,1,🌟 Champions,22.8
15557,28,1,473.65,28.0,1.0,473.65,4,1,3,413,1,🌟 Champions,22.8
15561,11,4,800.59,11.0,4.0,800.59,5,1,3,513,1,🌟 Champions,22.8
15562,351,1,134.55,351.0,1.0,134.55,1,1,1,111,0,🔔 Need Attention,8.8
15563,22,4,1400.44,22.0,4.0,1400.44,4,1,4,414,1,🌟 Champions,22.8
15565,50,2,173.16,50.0,2.0,173.16,3,1,1,311,1,🌟 Champions,22.8
15567,18,1,186.01,18.0,1.0,186.01,4,1,1,411,1,🌟 Champions,22.8
15568,2,3,758.29,2.0,3.0,758.29,5,1,3,513,1,🌟 Champions,22.8
15569,103,5,1375.71,103.0,5.0,1375.71,2,1,4,214,1,🌟 Champions,22.8
15570,7,12,4165.52,7.0,12.0,4165.52,5,2,5,525,3,🌟 Champions,28.0
15571,11,4,650.4300000000001,11.0,4.0,650.4300000000001,5,1,3,513,1,🌟 Champions,22.8
15572,4,7,2552.86,4.0,7.0,2552.86,5,2,5,525,1,🌟 Champions,22.8
15573,31,2,607.45,31.0,2.0,607.45,4,1,3,413,1,🌟 Champions,22.8
15574,177,4,702.25,177.0,4.0,702.25,2,1,3,213,0,🔔 Need Attention,8.8
15576,37,1,940.67,37.0,1.0,940.67,3,1,4,314,1,🌟 Champions,22.8
15577,151,3,258.88,151.0,3.0,258.88,2,1,2,212,0,🔔 Need Attention,8.8
15578,162,1,127.1,162.0,1.0,127.1,2,1,1,211,0,🔔 Need Attention,8.8
15579,68,2,348.6,68.0,2.0,348.6,3,1,2,312,1,🌟 Champions,22.8
15581,120,13,3679.97,120.0,13.0,3679.97,2,3,5,235,3,🌟 Champions,28.0
15582,24,3,682.9100000000001,24.0,3.0,682.9100000000001,4,1,3,413,1,🌟 Champions,22.8
15584,23,4,725.11,23.0,4.0,725.11,4,1,3,413,1,🌟 Champions,22.8
15585,176,1,455.3,176.0,1.0,455.3,2,1,2,212,0,🔔 Need Attention,8.8
15587,50,4,913.68,50.0,4.0,913.68,3,1,4,314,1,🌟 Champions,22.8
15589,255,3,478.53,255.0,3.0,478.53,1,1,3,113,0,🔔 Need Attention,8.8
15592,46,1,388.58,46.0,1.0,388.58,3,1,2,312,1,🌟 Champions,22.8
15593,70,1,199.8,70.0,1.0,199.8,3,1,1,311,1,🌟 Champions,22.8
15594,15,5,1771.78,15.0,5.0,1771.78,4,1,4,414,1,🌟 Champions,22.8
15596,100,5,1406.59,100.0,5.0,1406.59,2,1,4,214,1,🌟 Champions,22.8
15597,35,1,324.57,35.0,1.0,324.57,3,1,2,312,1,🌟 Champions,22.8
15598,53,1,240.68,53.0,1.0,240.68,3,1,1,311,1,🌟 Champions,22.8
15599,26,2,761.74,26.0,2.0,761.74,4,1,3,413,1,🌟 Champions,22.8
15601,11,14,6776.56,11.0,14.0,6776.56,5,3,5,535,3,🌟 Champions,28.0
15602,8,9,1297.87,8.0,9.0,1297.87,5,2,4,524,1,🌟 Champions,22.8
15603,78,1,48.48,78.0,1.0,48.48,2,1,1,211,1,🌟 Champions,22.8
15604,52,1,216.39,52.0,1.0,216.39,3,1,1,311,1,🌟 Champions,22.8
15605,36,5,1198.23,36.0,5.0,1198.23,3,1,4,314,1,🌟 Champions,22.8
15606,61,9,2920.16,61.0,9.0,2920.16,3,2,5,325,1,🌟 Champions,22.8
15607,336,1,104.76,336.0,1.0,104.76,1,1,1,111,0,🔔 Need Attention,8.8
15608,28,4,1093.68,28.0,4.0,1093.68,4,1,4,414,1,🌟 Champions,22.8
15609,184,1,298.48,184.0,1.0,298.48,1,1,2,112,0,🔔 Need Attention,8.8
15610,51,1,112.46,51.0,1.0,112.46,3,1,1,311,1,🌟 Champions,22.8
15611,9,13,1591.45,9.0,13.0,1591.45,5,3,4,534,3,🌟 Champions,28.0
15612,36,2,195.15,36.0,2.0,195.15,3,1,1,311,1,🌟 Champions,22.8
15615,10,23,10399.74,10.0,23.0,10399.74,5,4,5,545,3,🌟 Champions,28.0
15618,32,4,776.851,32.0,4.0,776.851,4,1,3,413,1,🌟 Champions,22.8
15619,10,1,336.40000000000003,10.0,1.0,336.40000000000003,5,1,2,512,1,🌟 Champions,22.8
15620,56,3,1553.18,56.0,3.0,1553.18,3,1,4,314,1,🌟 Champions,22.8
15621,4,4,1293.03,4.0,4.0,1293.03,5,1,4,514,1,🌟 Champions,22.8
15622,43,9,3709.56,43.0,9.0,3709.56,3,2,5,325,1,🌟 Champions,22.8
15623,141,1,301.03,141.0,1.0,301.03,2,1,2,212,1,🌟 Champions,22.8
15624,116,4,588.13,116.0,4.0,588.13,2,1,3,213,1,🌟 Champions,22.8
15625,103,4,1534.26,103.0,4.0,1534.26,2,1,4,214,1,🌟 Champions,22.8
15626,74,2,675.8,74.0,2.0,675.8,2,1,3,213,1,🌟 Champions,22.8
15628,4,9,2870.24,4.0,9.0,2870.24,5,2,5,525,1,🌟 Champions,22.8
15630,45,2,1186.35,45.0,2.0,1186.35,3,1,4,314,1,🌟 Champions,22.8
15632,15,8,3285.31,15.0,8.0,3285.31,4,2,5,425,1,🌟 Champions,22.8
15634,17,1,243.55,17.0,1.0,243.55,4,1,2,412,1,🌟 Champions,22.8
15636,89,2,724.76,89.0,2.0,724.76,2,1,3,213,1,🌟 Champions,22.8
15637,52,1,223.36,52.0,1.0,223.36,3,1,1,311,1,🌟 Champions,22.8
15639,134,1,425.32,134.0,1.0,425.32,2,1,2,212,1,🌟 Champions,22.8
15640,4,15,12515.66,4.0,15.0,12515.66,5,3,5,535,3,🌟 Champions,28.0
15641,105,4,1887.2,105.0,4.0,1887.2,2,1,4,214,1,🌟 Champions,22.8
15643,191,3,664.0,191.0,3.0,664.0,1,1,3,113,0,🔔 Need Attention,8.8
15644,166,4,813.0,166.0,4.0,813.0,2,1,3,213,0,🔔 Need Attention,8.8
15645,18,1,612.01,18.0,1.0,612.01,4,1,3,413,1,🌟 Champions,22.8
15646,157,3,447.64,157.0,3.0,447.64,2,1,2,212,0,🔔 Need Attention,8.8
15648,204,2,657.35,204.0,2.0,657.35,1,1,3,113,0,🔔 Need Attention,8.8
15649,336,2,816.0,336.0,2.0,816.0,1,1,3,113,0,🔔 Need Attention,8.8
15651,36,3,646.3,36.0,3.0,646.3,3,1,3,313,1,🌟 Champions,22.8
15652,91,1,337.74,91.0,1.0,337.74,2,1,2,212,1,🌟 Champions,22.8
15653,92,2,877.4399999999999,92.0,2.0,877.4399999999999,2,1,3,213,1,🌟 Champions,22.8
15654,9,2,922.53,9.0,2.0,922.53,5,1,4,514,1,🌟 Champions,22.8
15655,243,1,560.67,243.0,1.0,560.67,1,1,3,113,0,🔔 Need Attention,8.8
15656,45,4,748.5,45.0,4.0,748.5,3,1,3,313,1,🌟 Champions,22.8
15657,22,1,30.0,22.0,1.0,30.0,4,1,1,411,1,🌟 Champions,22.8
15658,190,5,1024.1,190.0,5.0,1024.1,1,1,4,114,0,🔔 Need Attention,8.8
15659,43,1,306.45,43.0,1.0,306.45,3,1,2,312,1,🌟 Champions,22.8
15660,25,9,1600.86,25.0,9.0,1600.86,4,2,4,424,1,🌟 Champions,22.8
15661,317,2,309.8,317.0,2.0,309.8,1,1,2,112,0,🔔 Need Attention,8.8
15663,106,1,138.14,106.0,1.0,138.14,2,1,1,211,1,🌟 Champions,22.8
15664,50,1,386.43,50.0,1.0,386.43,3,1,2,312,1,🌟 Champions,22.8
15665,168,2,2242.01,168.0,2.0,2242.01,2,1,5,215,0,🔔 Need Attention,8.8
15667,39,1,301.32,39.0,1.0,301.32,3,1,2,312,1,🌟 Champions,22.8
15668,217,1,76.32000000000001,217.0,1.0,76.32000000000001,1,1,1,111,0,🔔 Need Attention,8.8
15669,40,4,684.34,40.0,4.0,684.34,3,1,3,313,1,🌟 Champions,22.8
15670,296,1,173.05,296.0,1.0,173.05,1,1,1,111,0,🔔 Need Attention,8.8
15671,18,7,2657.13,18.0,7.0,2657.13,4,2,5,425,1,🌟 Champions,22.8
15673,88,4,2881.02,88.0,4.0,2881.02,2,1,5,215,1,🌟 Champions,22.8
15674,73,5,2446.6,73.0,5.0,2446.6,2,1,5,215,1,🌟 Champions,22.8
15675,81,3,323.69,81.0,3.0,323.69,2,1,2,212,1,🌟 Champions,22.8
15676,18,3,3435.76,18.0,3.0,3435.76,4,1,5,415,1,🌟 Champions,22.8
15677,49,1,657.23,49.0,1.0,657.23,3,1,3,313,1,🌟 Champions,22.8
15678,52,1,352.7,52.0,1.0,352.7,3,1,2,312,1,🌟 Champions,22.8
15679,24,4,781.28,24.0,4.0,781.28,4,1,3,413,1,🌟 Champions,22.8
15680,9,3,1333.68,9.0,3.0,1333.68,5,1,4,514,1,🌟 Champions,22.8
15681,25,5,1426.16,25.0,5.0,1426.16,4,1,4,414,1,🌟 Champions,22.8
15683,117,1,193.75,117.0,1.0,193.75,2,1,1,211,1,🌟 Champions,22.8
15687,8,9,2993.1,8.0,9.0,2993.1,5,2,5,525,1,🌟 Champions,22.8
15689,119,2,254.1,119.0,2.0,254.1,2,1,2,212,1,🌟 Champions,22.8
15690,4,2,239.76,4.0,2.0,239.76,5,1,1,511,1,🌟 Champions,22.8
15691,252,1,136.8,252.0,1.0,136.8,1,1,1,111,0,🔔 Need Attention,8.8
