customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Segment_Name,Value_Score
C00771,19,8,1720.44,3,2,2,322,1,🔔 Need Attention,39.6
C00772,3,7,2255.0,5,2,3,523,1,🔔 Need Attention,39.6
C00773,36,8,1152.18,1,2,2,122,1,🔔 Need Attention,39.6
C00774,51,8,2753.8,1,2,3,123,2,😴 Hibernating,25.6
C00775,6,10,4570.93,5,3,5,535,0,🌟 Champions,58.5
C00776,7,18,8758.28,4,5,5,455,0,🌟 Champions,58.5
C00777,48,10,2713.48,1,3,3,133,1,🔔 Need Attention,39.6
C00778,16,13,1557.0,3,4,2,342,1,🔔 Need Attention,39.6
C00779,4,14,2645.5,5,5,3,553,0,🌟 Champions,58.5
C00780,2,18,3440.04,5,5,4,554,0,🌟 Champions,58.5
C00781,2,11,2819.32,5,4,3,543,1,🔔 Need Attention,39.6
C00782,43,9,3051.2,1,3,4,134,1,🔔 Need Attention,39.6
C00783,14,17,9996.0,3,5,5,355,0,🌟 Champions,58.5
C00784,12,15,6027.04,4,5,5,455,0,🌟 Champions,58.5
C00785,97,2,541.1,1,1,1,111,2,😴 Hibernating,25.6
C00786,65,9,2170.0,1,3,3,133,2,😴 Hibernating,25.6
C00787,20,13,3726.99,3,4,4,344,0,🌟 Champions,58.5
C00788,23,7,999.0,2,2,1,221,1,🔔 Need Attention,39.6
C00789,54,3,643.0,1,1,1,111,2,😴 Hibernating,25.6
C00790,59,3,486.0,1,1,1,111,2,😴 Hibernating,25.6
C00791,13,6,1850.0,3,1,2,312,1,🔔 Need Attention,39.6
C00792,34,8,4034.0,2,2,4,224,1,🔔 Need Attention,39.6
C00793,22,9,4157.3,2,3,4,234,0,🌟 Champions,58.5
C00794,12,8,2675.0,4,2,3,423,1,🔔 Need Attention,39.6
C00795,7,10,3247.0,4,3,4,434,1,🔔 Need Attention,39.6
C00796,15,14,15327.0,3,5,5,355,0,🌟 Champions,58.5
C00797,37,14,3314.0,1,5,4,154,0,🌟 Champions,58.5
C00798,49,5,1245.0,1,1,2,112,2,😴 Hibernating,25.6
C00799,20,9,2525.9,3,3,3,333,1,🔔 Need Attention,39.6
C00800,19,9,3347.82,3,3,4,334,1,🔔 Need Attention,39.6
C00801,77,2,158.0,1,1,1,111,2,😴 Hibernating,25.6
C00802,53,7,1112.0,1,2,2,122,2,😴 Hibernating,25.6
C00803,66,3,710.1,1,1,1,111,2,😴 Hibernating,25.6
C00804,3,16,3395.65,5,5,4,554,0,🌟 Champions,58.5
C00805,2,9,5556.0,5,3,5,535,0,🌟 Champions,58.5
C00806,9,7,16589.0,4,2,5,425,0,🌟 Champions,58.5
C00807,7,11,1537.56,4,4,2,442,1,🔔 Need Attention,39.6
C00808,44,10,2073.5,1,3,3,133,1,🔔 Need Attention,39.6
C00809,3,10,4702.28,5,3,5,535,0,🌟 Champions,58.5
C00810,8,13,3831.0,4,4,4,444,0,🌟 Champions,58.5
C00811,2,9,5255.0,5,3,5,535,0,🌟 Champions,58.5
C00812,36,8,3256.0,1,2,4,124,1,🔔 Need Attention,39.6
C00813,77,8,5056.0,1,2,5,125,2,😴 Hibernating,25.6
C00814,43,7,1194.0,1,2,2,122,1,🔔 Need Attention,39.6
C00815,14,10,2774.0,3,3,3,333,1,🔔 Need Attention,39.6
C00816,7,8,1598.5,4,2,2,422,1,🔔 Need Attention,39.6
C00817,22,2,968.8,2,1,1,211,1,🔔 Need Attention,39.6
C00818,2,9,2636.0,5,3,3,533,1,🔔 Need Attention,39.6
C00819,32,8,1675.0,2,2,2,222,1,🔔 Need Attention,39.6
C00820,16,11,5437.0,3,4,5,345,0,🌟 Champions,58.5
C00821,2,11,2832.0,5,4,3,543,1,🔔 Need Attention,39.6
C00822,11,15,3539.25,4,5,4,454,0,🌟 Champions,58.5
C00823,29,7,2896.93,2,2,4,224,1,🔔 Need Attention,39.6
C00824,21,8,2339.8,2,2,3,223,1,🔔 Need Attention,39.6
C00825,15,6,1730.52,3,1,2,312,1,🔔 Need Attention,39.6
C00826,48,6,1221.0,1,1,2,112,2,😴 Hibernating,25.6
C00827,10,6,1079.0,4,1,2,412,1,🔔 Need Attention,39.6
C00828,15,9,3583.3,3,3,4,334,1,🔔 Need Attention,39.6
C00829,7,17,4910.66,4,5,5,455,0,🌟 Champions,58.5
C00830,6,4,655.75,5,1,1,511,1,🔔 Need Attention,39.6
C00831,2,6,1252.0,5,1,2,512,1,🔔 Need Attention,39.6
C00832,36,15,4704.4,1,5,5,155,0,🌟 Champions,58.5
C00833,11,9,1748.0,4,3,2,432,1,🔔 Need Attention,39.6
C00834,13,9,755.0,3,3,1,331,1,🔔 Need Attention,39.6
C00835,74,9,3905.5,1,3,4,134,2,😴 Hibernating,25.6
C00836,63,9,2636.1400000000003,1,3,3,133,2,😴 Hibernating,25.6
C00837,13,16,4493.2,3,5,5,355,0,🌟 Champions,58.5
C00838,23,12,605.0,2,4,1,241,1,🔔 Need Attention,39.6
C00839,64,6,2505.0,1,1,3,113,2,😴 Hibernating,25.6
C00840,12,7,2863.52,4,2,4,424,1,🔔 Need Attention,39.6
C00841,5,8,1752.73,5,2,2,522,1,🔔 Need Attention,39.6
C00842,24,7,1467.5,2,2,2,222,1,🔔 Need Attention,39.6
C00843,20,8,4559.0,3,2,5,325,0,🌟 Champions,58.5
C00844,17,6,708.5,3,1,1,311,1,🔔 Need Attention,39.6
C00845,31,7,1398.75,2,2,2,222,1,🔔 Need Attention,39.6
C00846,47,6,1083.1799999999998,1,1,2,112,2,😴 Hibernating,25.6
C00847,15,4,304.1,3,1,1,311,1,🔔 Need Attention,39.6
C00848,13,10,1983.3,3,3,3,333,1,🔔 Need Attention,39.6
C00849,3,15,7473.0,5,5,5,555,0,🌟 Champions,58.5
C00850,85,9,2698.6,1,3,3,133,2,😴 Hibernating,25.6
C00851,26,10,6923.2,2,3,5,235,0,🌟 Champions,58.5
C00852,91,7,3659.0,1,2,4,124,2,😴 Hibernating,25.6
C00853,24,19,5334.5,2,5,5,255,0,🌟 Champions,58.5
C00854,8,15,5845.15,4,5,5,455,0,🌟 Champions,58.5
C00855,5,12,3128.47,5,4,4,544,0,🌟 Champions,58.5
C00856,11,6,4020.0,4,1,4,414,1,🔔 Need Attention,39.6
C00857,17,17,3630.0,3,5,4,354,0,🌟 Champions,58.5
C00858,7,12,8578.0,4,4,5,445,0,🌟 Champions,58.5
C00859,50,6,1782.4,1,1,2,112,2,😴 Hibernating,25.6
C00860,4,8,2156.35,5,2,3,523,1,🔔 Need Attention,39.6
C00861,12,8,1502.0,4,2,2,422,1,🔔 Need Attention,39.6
C00862,6,9,1124.0,5,3,2,532,1,🔔 Need Attention,39.6
C00863,11,6,6462.5,4,1,5,415,0,🌟 Champions,58.5
C00864,15,17,4026.9,3,5,4,354,0,🌟 Champions,58.5
C00865,5,14,2660.0,5,5,3,553,0,🌟 Champions,58.5
C00866,48,5,3571.28,1,1,4,114,2,😴 Hibernating,25.6
C00867,15,3,1649.0,3,1,2,312,1,🔔 Need Attention,39.6
C00868,12,15,3733.54,4,5,4,454,0,🌟 Champions,58.5
C00869,9,15,7444.6,4,5,5,455,0,🌟 Champions,58.5
C00870,3,11,1085.09,5,4,2,542,1,🔔 Need Attention,39.6
C00871,10,10,2233.65,4,3,3,433,1,🔔 Need Attention,39.6
C00872,98,3,840.96,1,1,1,111,2,😴 Hibernating,25.6
C00873,12,7,1695.0,4,2,2,422,1,🔔 Need Attention,39.6
C00874,76,6,2706.84,1,1,3,113,2,😴 Hibernating,25.6
C00875,13,14,4799.1,3,5,5,355,0,🌟 Champions,58.5
C00876,35,9,1894.0,1,3,2,132,1,🔔 Need Attention,39.6
C00877,25,8,1608.0,2,2,2,222,1,🔔 Need Attention,39.6
C00878,22,9,1014.6,2,3,1,231,1,🔔 Need Attention,39.6
C00879,23,7,971.0,2,2,1,221,1,🔔 Need Attention,39.6
C00880,8,9,2319.0,4,3,3,433,1,🔔 Need Attention,39.6
C00881,8,11,963.0,4,4,1,441,1,🔔 Need Attention,39.6
C00882,41,5,1351.3000000000002,1,1,2,112,1,🔔 Need Attention,39.6
C00883,7,10,5072.8,4,3,5,435,0,🌟 Champions,58.5
C00884,29,4,465.0,2,1,1,211,1,🔔 Need Attention,39.6
C00885,10,17,6928.05,4,5,5,455,0,🌟 Champions,58.5
C00886,5,6,3770.82,5,1,4,514,1,🔔 Need Attention,39.6
C00887,21,3,1003.0,2,1,1,211,1,🔔 Need Attention,39.6
C00888,15,10,1573.64,3,3,2,332,1,🔔 Need Attention,39.6
C00889,16,13,2406.0,3,4,3,343,0,🌟 Champions,58.5
C00890,14,18,8056.72,3,5,5,355,0,🌟 Champions,58.5
C00891,74,6,1982.0,1,1,3,113,2,😴 Hibernating,25.6
C00892,35,16,8829.0,1,5,5,155,0,🌟 Champions,58.5
C00893,6,18,5421.0,5,5,5,555,0,🌟 Champions,58.5
C00894,6,12,1889.96,5,4,2,542,1,🔔 Need Attention,39.6
C00895,17,14,3016.0,3,5,4,354,0,🌟 Champions,58.5
C00896,63,3,536.0,1,1,1,111,2,😴 Hibernating,25.6
C00897,2,11,1966.0,5,4,3,543,1,🔔 Need Attention,39.6
C00898,3,7,2466.12,5,2,3,523,1,🔔 Need Attention,39.6
C00899,27,13,2861.1,2,4,4,244,0,🌟 Champions,58.5
C00900,13,13,4958.23,3,4,5,345,0,🌟 Champions,58.5
C00901,9,9,3343.09,4,3,4,434,1,🔔 Need Attention,39.6
C00902,14,6,825.1,3,1,1,311,1,🔔 Need Attention,39.6
C00903,16,8,1422.2,3,2,2,322,1,🔔 Need Attention,39.6
C00904,7,14,4141.97,4,5,4,454,0,🌟 Champions,58.5
C00905,5,10,3664.39,5,3,4,534,0,🌟 Champions,58.5
C00906,6,6,1310.0,5,1,2,512,1,🔔 Need Attention,39.6
C00907,8,9,2976.0,4,3,4,434,1,🔔 Need Attention,39.6
C00908,6,5,3304.0,5,1,4,514,1,🔔 Need Attention,39.6
C00909,17,14,2979.0,3,5,4,354,0,🌟 Champions,58.5
C00910,37,10,3188.13,1,3,4,134,1,🔔 Need Attention,39.6
C00911,2,19,3717.55,5,5,4,554,0,🌟 Champions,58.5
C00912,30,8,2360.0,2,2,3,223,1,🔔 Need Attention,39.6
C00913,24,14,3846.9,2,5,4,254,0,🌟 Champions,58.5
C00914,12,17,3958.84,4,5,4,454,0,🌟 Champions,58.5
C00915,19,7,1688.0,3,2,2,322,1,🔔 Need Attention,39.6
C00916,18,12,4012.0,3,4,4,344,0,🌟 Champions,58.5
C00917,15,13,2585.15,3,4,3,343,0,🌟 Champions,58.5
C00918,47,13,1934.3,1,4,3,143,1,🔔 Need Attention,39.6
C00919,20,11,3346.3,3,4,4,344,0,🌟 Champions,58.5
C00920,79,8,1575.0,1,2,2,122,2,😴 Hibernating,25.6
C00921,3,9,1462.87,5,3,2,532,1,🔔 Need Attention,39.6
C00922,20,3,323.0,3,1,1,311,1,🔔 Need Attention,39.6
C00923,17,8,3135.0,3,2,4,324,1,🔔 Need Attention,39.6
C00924,7,15,4328.93,4,5,5,455,0,🌟 Champions,58.5
C00925,29,11,1227.0,2,4,2,242,1,🔔 Need Attention,39.6
C00926,47,3,1180.0,1,1,2,112,2,😴 Hibernating,25.6
C00927,12,14,1649.8,4,5,2,452,1,🔔 Need Attention,39.6
C00928,9,13,4006.5,4,4,4,444,0,🌟 Champions,58.5
C00929,9,7,2130.0,4,2,3,423,1,🔔 Need Attention,39.6
C00930,20,5,1201.0,3,1,2,312,1,🔔 Need Attention,39.6
C00931,33,7,1754.0,2,2,2,222,1,🔔 Need Attention,39.6
C00932,10,17,3339.28,4,5,4,454,0,🌟 Champions,58.5
C00933,15,12,5388.1,3,4,5,345,0,🌟 Champions,58.5
C00934,12,12,3300.0,4,4,4,444,0,🌟 Champions,58.5
C00935,7,12,4590.0,4,4,5,445,0,🌟 Champions,58.5
C00936,29,8,1107.0,2,2,2,222,1,🔔 Need Attention,39.6
C00937,23,19,4739.58,2,5,5,255,0,🌟 Champions,58.5
C00938,7,13,3023.1,4,4,4,444,0,🌟 Champions,58.5
C00939,22,15,8872.1,2,5,5,255,0,🌟 Champions,58.5
C00940,27,5,692.0,2,1,1,211,1,🔔 Need Attention,39.6
C00941,5,15,3957.0,5,5,4,554,0,🌟 Champions,58.5
C00942,6,14,5651.18,5,5,5,555,0,🌟 Champions,58.5
C00943,16,9,1182.15,3,3,2,332,1,🔔 Need Attention,39.6
C00944,10,3,946.0,4,1,1,411,1,🔔 Need Attention,39.6
C00945,57,3,264.0,1,1,1,111,2,😴 Hibernating,25.6
C00946,63,5,2075.0,1,1,3,113,2,😴 Hibernating,25.6
C00947,11,6,2237.0,4,1,3,413,1,🔔 Need Attention,39.6
C00948,4,8,567.0,5,2,1,521,1,🔔 Need Attention,39.6
C00949,2,8,1847.0,5,2,2,522,1,🔔 Need Attention,39.6
C00950,4,8,3967.7,5,2,4,524,1,🔔 Need Attention,39.6
C00951,17,15,5490.77,3,5,5,355,0,🌟 Champions,58.5
C00952,14,14,3256.1,3,5,4,354,0,🌟 Champions,58.5
C00953,5,9,743.0,5,3,1,531,1,🔔 Need Attention,39.6
C00954,22,4,1385.0,2,1,2,212,1,🔔 Need Attention,39.6
C00955,22,8,858.0,2,2,1,221,1,🔔 Need Attention,39.6
C00956,48,5,642.8,1,1,1,111,2,😴 Hibernating,25.6
C00957,12,11,1972.3,4,4,3,443,1,🔔 Need Attention,39.6
C00958,23,4,1273.0,2,1,2,212,1,🔔 Need Attention,39.6
C00959,18,7,1277.0,3,2,2,322,1,🔔 Need Attention,39.6
C00960,21,8,1810.0,2,2,2,222,1,🔔 Need Attention,39.6
C00961,42,18,8157.6,1,5,5,155,0,🌟 Champions,58.5
C00962,30,8,1039.0,2,2,1,221,1,🔔 Need Attention,39.6
C00963,9,8,1022.0,4,2,1,421,1,🔔 Need Attention,39.6
C00964,41,6,635.0,1,1,1,111,1,🔔 Need Attention,39.6
C00965,16,6,2118.77,3,1,3,313,1,🔔 Need Attention,39.6
C00966,8,11,3636.1,4,4,4,444,0,🌟 Champions,58.5
C00967,8,4,759.0,4,1,1,411,1,🔔 Need Attention,39.6
C00968,49,7,678.0,1,2,1,121,2,😴 Hibernating,25.6
C00969,23,9,2144.5,2,3,3,233,1,🔔 Need Attention,39.6
C00970,16,12,2553.4,3,4,3,343,1,🔔 Need Attention,39.6
C00971,45,9,1663.0,1,3,2,132,1,🔔 Need Attention,39.6
C00972,24,11,1923.96,2,4,3,243,1,🔔 Need Attention,39.6
C00973,7,17,4018.08,4,5,4,454,0,🌟 Champions,58.5
C00974,11,11,4308.0,4,4,5,445,0,🌟 Champions,58.5
C00975,2,17,3280.69,5,5,4,554,0,🌟 Champions,58.5
C00976,46,2,95.4,1,1,1,111,2,😴 Hibernating,25.6
C00977,9,12,3241.75,4,4,4,444,0,🌟 Champions,58.5
C00978,45,5,519.0,1,1,1,111,2,😴 Hibernating,25.6
C00979,9,9,2744.0,4,3,3,433,1,🔔 Need Attention,39.6
C00980,17,9,777.61,3,3,1,331,1,🔔 Need Attention,39.6
C00981,24,6,1207.0,2,1,2,212,1,🔔 Need Attention,39.6
C00982,13,7,4262.6,3,2,5,325,1,🔔 Need Attention,39.6
C00983,9,9,1609.0,4,3,2,432,1,🔔 Need Attention,39.6
C00984,27,6,2271.89,2,1,3,213,1,🔔 Need Attention,39.6
C00985,23,9,2377.0,2,3,3,233,1,🔔 Need Attention,39.6
C00986,18,13,1849.54,3,4,2,342,1,🔔 Need Attention,39.6
C00987,3,17,4648.4,5,5,5,555,0,🌟 Champions,58.5
C00988,13,8,2499.7,3,2,3,323,1,🔔 Need Attention,39.6
C00989,24,14,3624.0,2,5,4,254,0,🌟 Champions,58.5
C00990,34,13,3240.36,2,4,4,244,0,🌟 Champions,58.5
C00991,6,13,3056.9,5,4,4,544,0,🌟 Champions,58.5
C00992,17,13,2362.55,3,4,3,343,0,🌟 Champions,58.5
C00993,26,5,1478.3,2,1,2,212,1,🔔 Need Attention,39.6
C00994,7,11,2077.56,4,4,3,443,1,🔔 Need Attention,39.6
C00995,61,8,3580.4,1,2,4,124,2,😴 Hibernating,25.6
C00996,17,11,4656.99,3,4,5,345,0,🌟 Champions,58.5
C00997,23,8,1441.0,2,2,2,222,1,🔔 Need Attention,39.6
C00998,47,6,1767.0,1,1,2,112,2,😴 Hibernating,25.6
C00999,12,11,2079.85,4,4,3,443,1,🔔 Need Attention,39.6
C01000,17,18,5983.4,3,5,5,355,0,🌟 Champions,58.5
C01001,18,5,853.0,3,1,1,311,1,🔔 Need Attention,39.6
C01002,20,3,544.0,3,1,1,311,1,🔔 Need Attention,39.6
C01003,8,8,1950.28,4,2,3,423,1,🔔 Need Attention,39.6
C01004,17,15,1645.0,3,5,2,352,0,🌟 Champions,58.5
C01005,34,9,6471.45,2,3,5,235,0,🌟 Champions,58.5
C01006,38,3,762.36,1,1,1,111,1,🔔 Need Attention,39.6
C01007,19,19,3744.05,3,5,4,354,0,🌟 Champions,58.5
C01008,27,12,10935.940000000002,2,4,5,245,0,🌟 Champions,58.5
C01009,4,14,2792.0,5,5,3,553,0,🌟 Champions,58.5
C01010,19,5,4077.1,3,1,4,314,1,🔔 Need Attention,39.6
C01011,9,9,1219.0,4,3,2,432,1,🔔 Need Attention,39.6
C01012,12,13,2597.0,4,4,3,443,0,🌟 Champions,58.5
C01013,46,2,2385.0,1,1,3,113,2,😴 Hibernating,25.6
C01014,25,19,4810.31,2,5,5,255,0,🌟 Champions,58.5
C01015,34,13,2417.0,2,4,3,243,0,🌟 Champions,58.5
C01016,63,3,1085.0,1,1,2,112,2,😴 Hibernating,25.6
C01017,42,9,5185.2,1,3,5,135,0,🌟 Champions,58.5
C01018,23,2,190.0,2,1,1,211,1,🔔 Need Attention,39.6
C01019,15,8,2944.92,3,2,4,324,1,🔔 Need Attention,39.6
C01020,5,11,2284.74,5,4,3,543,1,🔔 Need Attention,39.6
C01021,20,9,1930.3,3,3,3,333,1,🔔 Need Attention,39.6
C01022,14,8,1854.0,3,2,2,322,1,🔔 Need Attention,39.6
C01023,9,11,4225.0,4,4,5,445,0,🌟 Champions,58.5
C01024,20,9,1467.0,3,3,2,332,1,🔔 Need Attention,39.6
C01025,8,18,5048.6,4,5,5,455,0,🌟 Champions,58.5
C01026,6,19,6148.6,5,5,5,555,0,🌟 Champions,58.5
C01027,29,19,7682.76,2,5,5,255,0,🌟 Champions,58.5
C01028,8,12,3932.6,4,4,4,444,0,🌟 Champions,58.5
C01029,12,7,2445.0,4,2,3,423,1,🔔 Need Attention,39.6
C01030,2,7,2669.0,5,2,3,523,1,🔔 Need Attention,39.6
C01031,112,3,545.0,1,1,1,111,2,😴 Hibernating,25.6
C01032,3,9,1535.0,5,3,2,532,1,🔔 Need Attention,39.6
C01033,13,13,4062.4,3,4,4,344,0,🌟 Champions,58.5
C01034,11,13,4107.58,4,4,4,444,0,🌟 Champions,58.5
C01035,15,15,4550.45,3,5,5,355,0,🌟 Champions,58.5
C01036,4,17,3046.6,5,5,4,554,0,🌟 Champions,58.5
C01037,4,8,3817.3,5,2,4,524,1,🔔 Need Attention,39.6
C01038,10,3,564.12,4,1,1,411,1,🔔 Need Attention,39.6
C01039,5,8,1213.1,5,2,2,522,1,🔔 Need Attention,39.6
C01040,51,9,2949.0,1,3,4,134,2,😴 Hibernating,25.6
C01041,5,10,1901.2,5,3,3,533,1,🔔 Need Attention,39.6
C01042,27,9,1973.19,2,3,3,233,1,🔔 Need Attention,39.6
C01043,16,8,2673.86,3,2,3,323,1,🔔 Need Attention,39.6
C01044,17,5,1203.0,3,1,2,312,1,🔔 Need Attention,39.6
C01045,74,6,1631.0,1,1,2,112,2,😴 Hibernating,25.6
C01046,6,11,3950.0,5,4,4,544,0,🌟 Champions,58.5
C01047,10,4,2380.0,4,1,3,413,1,🔔 Need Attention,39.6
C01048,6,13,2148.36,5,4,3,543,0,🌟 Champions,58.5
C01049,3,13,3418.05,5,4,4,544,0,🌟 Champions,58.5
C01050,36,18,4866.12,1,5,5,155,0,🌟 Champions,58.5
C01051,2,18,8624.9,5,5,5,555,0,🌟 Champions,58.5
C01052,9,9,2708.0,4,3,3,433,1,🔔 Need Attention,39.6
C01053,14,11,4730.0,3,4,5,345,0,🌟 Champions,58.5
C01054,25,5,2619.5,2,1,3,213,1,🔔 Need Attention,39.6
C01055,9,4,338.0,4,1,1,411,1,🔔 Need Attention,39.6
C01056,12,10,1129.0,4,3,2,432,1,🔔 Need Attention,39.6
C01057,12,13,2479.0,4,4,3,443,0,🌟 Champions,58.5
C01058,2,8,1551.5,5,2,2,522,1,🔔 Need Attention,39.6
C01059,5,2,368.2,5,1,1,511,1,🔔 Need Attention,39.6
C01060,6,10,2154.0,5,3,3,533,1,🔔 Need Attention,39.6
C01061,10,18,6139.2,4,5,5,455,0,🌟 Champions,58.5
C01062,12,6,1074.0,4,1,2,412,1,🔔 Need Attention,39.6
C01063,8,14,3694.26,4,5,4,454,0,🌟 Champions,58.5
C01064,39,2,1751.16,1,1,2,112,2,😴 Hibernating,25.6
C01065,4,14,3735.18,5,5,4,554,0,🌟 Champions,58.5
C01066,11,9,1326.0,4,3,2,432,1,🔔 Need Attention,39.6
C01067,9,6,3336.0,4,1,4,414,1,🔔 Need Attention,39.6
C01068,17,15,2555.0,3,5,3,353,0,🌟 Champions,58.5
C01069,8,16,4482.0,4,5,5,455,0,🌟 Champions,58.5
C01070,27,11,3722.0,2,4,4,244,0,🌟 Champions,58.5
C01071,4,14,2748.0,5,5,3,553,0,🌟 Champions,58.5
C01072,4,14,5228.6,5,5,5,555,0,🌟 Champions,58.5
C01073,64,7,1906.61,1,2,3,123,2,😴 Hibernating,25.6
C01074,5,13,3244.0,5,4,4,544,0,🌟 Champions,58.5
C01075,8,8,8006.0,4,2,5,425,0,🌟 Champions,58.5
C01076,23,7,1060.0,2,2,1,221,1,🔔 Need Attention,39.6
C01077,14,18,4507.3,3,5,5,355,0,🌟 Champions,58.5
C01078,63,7,1459.5,1,2,2,122,2,😴 Hibernating,25.6
C01079,6,18,3536.6,5,5,4,554,0,🌟 Champions,58.5
C01080,17,4,1216.0,3,1,2,312,1,🔔 Need Attention,39.6
C01081,27,11,3009.25,2,4,4,244,1,🔔 Need Attention,39.6
C01082,24,6,355.0,2,1,1,211,1,🔔 Need Attention,39.6
C01083,8,11,2972.24,4,4,4,444,1,🔔 Need Attention,39.6
C01084,27,5,970.35,2,1,1,211,1,🔔 Need Attention,39.6
C01085,2,16,4376.47,5,5,5,555,0,🌟 Champions,58.5
C01086,3,15,4244.05,5,5,5,555,0,🌟 Champions,58.5
C01087,23,14,1625.7,2,5,2,252,1,🔔 Need Attention,39.6
C01088,4,8,2780.15,5,2,3,523,1,🔔 Need Attention,39.6
C01089,53,3,699.3,1,1,1,111,2,😴 Hibernating,25.6
C01090,25,7,731.0,2,2,1,221,1,🔔 Need Attention,39.6
C01091,24,9,3934.12,2,3,4,234,1,🔔 Need Attention,39.6
C01092,8,8,1944.0,4,2,3,423,1,🔔 Need Attention,39.6
C01093,13,12,3737.14,3,4,4,344,0,🌟 Champions,58.5
C01094,57,6,2399.0,1,1,3,113,2,😴 Hibernating,25.6
C01095,7,11,3685.74,4,4,4,444,0,🌟 Champions,58.5
C01096,22,12,4805.599999999999,2,4,5,245,0,🌟 Champions,58.5
C01097,13,15,3616.25,3,5,4,354,0,🌟 Champions,58.5
C01098,42,5,951.0,1,1,1,111,2,😴 Hibernating,25.6
C01099,15,7,2913.0,3,2,4,324,1,🔔 Need Attention,39.6
C01100,12,11,4148.8,4,4,4,444,0,🌟 Champions,58.5
C01101,16,5,592.0699999999999,3,1,1,311,1,🔔 Need Attention,39.6
C01102,46,2,3317.0,1,1,4,114,2,😴 Hibernating,25.6
C01103,12,12,2857.0,4,4,3,443,0,🌟 Champions,58.5
C01104,7,11,5416.0,4,4,5,445,0,🌟 Champions,58.5
C01105,28,4,1694.5,2,1,2,212,1,🔔 Need Attention,39.6
C01106,26,9,1878.0,2,3,2,232,1,🔔 Need Attention,39.6
C01107,6,5,1123.76,5,1,2,512,1,🔔 Need Attention,39.6
C01108,23,7,1714.96,2,2,2,222,1,🔔 Need Attention,39.6
C01109,49,3,783.0,1,1,1,111,2,😴 Hibernating,25.6
C01110,34,8,951.34,2,2,1,221,1,🔔 Need Attention,39.6
C01111,47,12,3123.0,1,4,4,144,0,🌟 Champions,58.5
C01112,5,9,1524.12,5,3,2,532,1,🔔 Need Attention,39.6
C01113,36,9,2621.5,1,3,3,133,1,🔔 Need Attention,39.6
C01114,5,12,3632.2,5,4,4,544,0,🌟 Champions,58.5
C01115,67,5,1791.0,1,1,2,112,2,😴 Hibernating,25.6
C01116,25,5,870.0,2,1,1,211,1,🔔 Need Attention,39.6
C01117,17,7,2291.1,3,2,3,323,1,🔔 Need Attention,39.6
C01118,73,4,1293.48,1,1,2,112,2,😴 Hibernating,25.6
C01119,9,16,4221.14,4,5,5,455,0,🌟 Champions,58.5
C01120,74,2,680.0,1,1,1,111,2,😴 Hibernating,25.6
C01121,7,13,2619.11,4,4,3,443,0,🌟 Champions,58.5
C01122,25,5,980.0,2,1,1,211,1,🔔 Need Attention,39.6
C01123,12,7,998.0,4,2,1,421,1,🔔 Need Attention,39.6
C01124,15,2,201.5,3,1,1,311,1,🔔 Need Attention,39.6
C01125,16,6,160.0,3,1,1,311,1,🔔 Need Attention,39.6
C01126,21,7,2818.0,2,2,3,223,1,🔔 Need Attention,39.6
C01127,47,2,420.0,1,1,1,111,2,😴 Hibernating,25.6
C01128,2,15,3310.9300000000003,5,5,4,554,0,🌟 Champions,58.5
C01129,17,6,1333.6,3,1,2,312,1,🔔 Need Attention,39.6
C01130,18,7,1895.0,3,2,2,322,1,🔔 Need Attention,39.6
C01131,44,7,2120.0,1,2,3,123,1,🔔 Need Attention,39.6
C01132,55,6,2374.96,1,1,3,113,2,😴 Hibernating,25.6
C01133,3,13,2809.5,5,4,3,543,0,🌟 Champions,58.5
C01134,5,15,2647.2,5,5,3,553,0,🌟 Champions,58.5
C01135,7,3,276.0,4,1,1,411,1,🔔 Need Attention,39.6
C01136,44,3,906.12,1,1,1,111,2,😴 Hibernating,25.6
C01137,18,12,2762.05,3,4,3,343,0,🌟 Champions,58.5
C01138,11,8,1060.85,4,2,1,421,1,🔔 Need Attention,39.6
C01139,45,4,1786.16,1,1,2,112,2,😴 Hibernating,25.6
C01140,8,9,1950.0,4,3,3,433,1,🔔 Need Attention,39.6
C01141,36,9,1010.0,1,3,1,131,1,🔔 Need Attention,39.6
C01142,57,7,1255.3,1,2,2,122,2,😴 Hibernating,25.6
C01143,3,3,1200.0,5,1,2,512,1,🔔 Need Attention,39.6
C01144,68,3,1191.0,1,1,2,112,2,😴 Hibernating,25.6
C01145,49,19,4242.55,1,5,5,155,0,🌟 Champions,58.5
C01146,9,12,1647.0,4,4,2,442,1,🔔 Need Attention,39.6
C01147,16,10,425.0,3,3,1,331,1,🔔 Need Attention,39.6
C01148,3,7,3008.96,5,2,4,524,1,🔔 Need Attention,39.6
C01149,10,12,3270.0,4,4,4,444,0,🌟 Champions,58.5
C01150,16,9,2401.1,3,3,3,333,1,🔔 Need Attention,39.6
C01151,5,11,2625.0,5,4,3,543,1,🔔 Need Attention,39.6
C01152,22,14,4462.0,2,5,5,255,0,🌟 Champions,58.5
C01153,2,15,1992.12,5,5,3,553,0,🌟 Champions,58.5
C01154,3,8,1354.0,5,2,2,522,1,🔔 Need Attention,39.6
C01155,18,10,3041.72,3,3,4,334,1,🔔 Need Attention,39.6
C01156,12,6,910.68,4,1,1,411,1,🔔 Need Attention,39.6
