index,product,category,sub_category,brand,sale_price,market_price,type,rating,description,rating_clean
13524,Silicone Pacifier Step 1 - Strawberry,Baby Care,Baby Accessories,Pigeon Baby,249.0,249.0,Soothers & Teethers,2.0,"Pigeon Oral Development Pacifier System supports the babies to have a natural suck. The pacifiers satisfy their needs and soothe their emotions. Apart from that, pacifiers also help babies to learn nasal breathing. When babies begin to wean and talk, they tend to breathe through their mouths. Unlike the nose, the mouth is not able to filter or humidify the air, which means the dust and infections can enter the mouth, affecting babies immunity directly. Also, the pacifiers thus promote natural nasal breathing, which helps to reduce the possibility of infection through mouth-breathing. It also promotes nasal breathing and the thin lip contact area promotes the healthy development of teeth. It perfectly fits the mouth of a teething baby and the snug-fitting shield conforms to the international safety standards. The soft tip underneath and firm tip on top facilitates the babys natural sucking reflex action activates the brain. It exudes a psychological stabilising effect and the breather holes on the shield for safety. The protective hood for covering the nipple when not in use. This nipple is of perfect shape and size to fit into the sucking fossa of the baby. The inner vertical lines make it collapse-resistant and the textured surface allows the baby to latch on easily. It is 100% silicone nipple, super soft and flexible, allows natural and smooth tongue movement. The air ventilation system reduces intake of gas, which is the potential cause of colic.",2.0
13581,"Melts Whole Grain Snack - Carrot & Cumin, From 9 Months, 100% Natural, No Additives",Baby Care,Baby Food & Formula,Timios,140.0,140.0,Baby Food,4.1,"Timios Carrot and Cumin Melts are made from 100% natural and non-fried whole grains loaded with the goodness of natural fruits and vegetable extracts. Its soft texture makes it easy to dissolve in your babys mouth instantly making them easier to swallow. Timios Melts come in different flavours for you to choose from and for your baby to relish. This product does not contain any artificial colours, flavours and preservatives.",4.1
13647,Happy Baby Gift Pack,Baby Care,Baby Bath & Hygiene,Himalaya Baby,1000.0,1000.0,Baby Gift Sets,3.3,"It Contains - Baby Massage Oil (100 Ml), Baby Bath (200 Ml), Baby Powder (200 G), Gentle Baby Shampoo (100 Ml), Baby Lotion (100 Ml), Baby Cream (100 Ml), Gentle Baby Soap 125 G (2), Gentle Baby Wipes 72S, Diaper Rash Cream 20 G",3.3
13673,All We Know Baby Bubble Bath,Baby Care,Baby Bath & Hygiene,Mothercare ,379.0,379.0,Baby Bath,4.7,"Mothercare all we know baby bubble bath is a gentle no-tear bubble bath that cleanses your baby's skin without drying, keeping it feeling soft and moisturised - perfect for happy, bubbly bathtime.Features:Enriched with olive oil and soothing chamomile.Midwife tested.Suitable from birth.Hypoallergenic and dermatologically tested.",4.7
13727,"Soapy Stories Finger Puppet Bath Book - Ocean, 6 m+",Baby Care,Baby Accessories,Munchkin,799.0,799.0,Baby Toys,,"It is an Integrated Scuba Sean finger puppet bath book which is waterproof, easy to clean and dries quickly after use. It focuses on learning colours. It improves hand and eye coordination. It helps the baby in learning the language.",
13760,Smart Baby Diaper Pants - Small,Baby Care,Diapers & Wipes,Bebe,1049.0,1049.0,Diapers,,Bebe baby-dry pants style diapers providing your baby with the comfort of dryness overnight. It comes with a magic gel that locks wetness away for up to 12 hours of dryness. The new & improved product design enables a comfortable fit and comes equipped with a flexible waist band that adapts to babys movements for a comfortable fit. It helps protect your babys delicate skin from diaper rash and irritation. It also comes equipped with a top layer with cotton-like soft material for a comfortable nights sleep.,
13766,Diaper Pants - Large,Baby Care,Diapers & Wipes,Pampers ,908.56,1198.0,Diapers,4.3,"Pampers dry, pants style diapers are the only pants in India with new air channels that provide your baby with breathable dryness overnight. It contains a magic gel that locks wetness away for up to 12 hours and the new and improved design enables a comfortable fit, closer to the baby's body. 
The diaper pants have a flexible waistband that adapts to the baby's movements for a comfortable fit, while the baby lotion with aloe vera helps protect your baby's delicate skin from diaper rash and irritation. The diaper pants top layer is made of a cotton-like soft material, for a comfortable night's sleep, while the exterior has fun graphics, designs, and characters on it.",4.3
13791,Baby Must Have Box Ribbon Gift Box,Baby Care,Baby Bath & Hygiene,The Moms Co,1299.0,1299.0,Baby Gift Sets,1.0,"Our Baby Must Have box is designed with products needed to look after the baby’s delicate skin in those early days. Includes 4 Natural products with USDA-Certified Organic Actives.What's In: Natural Baby Wash (200ml): Our Tear-Free Wash with Coconut based mild cleansers gently clean while oils like Avocado, Organic Chamomile and Organic Aloe Vera gel help soften and soothe your baby's delicate skin. Natural Baby Lotion (200ml): A combination of Organic Shea Butter, Cocoa Butter with oils that deeply nourish. Natural Massage Oil (100ml): A blend of 10 powerful oils and Natural Vitamin E that help nourish, relax and strengthen baby's bones and muscles with regular. What's Out: Our mineral oil-free lotion is sulphate and paraben-free, and made without SLS, SLES, DEA/TEA, Phenoxyethanol, Synthetic Fragrances, PEGs and many other potentially harmful chemicals Safe For: Baby from 0 months.Certified Toxin Free and Made Safe by Safe Cosmetics Australia. Australia Allergy CertifiedDermatologically tested",1.0
13810,Natural Baby Powder,Baby Care,Baby Bath & Hygiene,The Moms Co,249.0,249.0,Baby Powder,4.7,"Our Corn Starch based Natural Talc Free Baby Powder absorbs moisture keeping those chubby folds dry without the use of harmful talc while oils like Organic Chamomile, Calendula, and Jojoba soothe & moisturize baby's skin.",4.7
13831,Premium Care New Baby Small - 21 Diapers,Baby Care,Diapers & Wipes,Pampers ,293.02,299.0,Diapers,4.7,"New Pampers Premium Pants with cotton-like soft materials is best for the delicate skin of the baby. Pampers Premium Pants contain lotion with Aloe Vera and 3 Air Channels which helps the skin breathe. Experience 5 Star comfort with unique added features like Wetness Indicator which turns Yellow to Blue indication when you may change and Disposal Tape which helps you in the easy disposal of the diaper. Pampers is the No. 1 choice of diapers as rated by Doctors. Pampers Premium Pants are available in New-born (NB), S, M, L, XL and XXL sizes.",4.7
13849,Foxtail Almond Jaggery Cookies,Baby Care,Baby Food & Formula,Early Foods,199.0,199.0,Organic Baby Food,4.4,"These child-friendly cookies are made from organically certified millet flour, jaggery, and superior quality dry fruits & seeds that add natural vitamin and mineral supplements to your child's diet. Contains ~14 pieces.
Why Moms love Early Foods:

Made from ancient Indian Super Foods
We make really small batches of food each day. So you can always feed super fresh meals.
Grandma inspired recipes, simple, healthy with minimal processing
No Sugar or salt. 
No Preservatives, colours or artificial flavours. All Natural",4.4
13889,"Lactogen Follow-Up Formula Powder, Stage 3, After 12 Months",Baby Care,Baby Food & Formula,Nestle ,330.0,330.0,Infant Formula,4.4,"During the first two years of life, a baby’s digestive system needs to adapt to the new environment. This is a natural process that may lead to a baby’s discomfort such as colic, excess crying, and constipation. Nestle Lactogen 3 is a spray-dried Follow-Up formula for older infants after 12 months when they are not breastfed or (exclusively top-fed). Please consult your healthcare professional for guidance. Nestle develops infant nutrition products backed by evolving science and research. Innovation has been at the heart of Nestle since its beginning. 
Safety Warnings: Only prepare one feed at a time. Feed immediately and follow the instructions exactly. Do not keep unfinished feed, discard the contents. Always hold the baby while feeding. Leaving the baby unattended may cause choking. Infant milk substitute should be used only on the advice of a health worker as to the need for its use and the proper method of its use. Infant milk substitute is not the sole source of nourishment for an infant. 
Important Notice: Mother's milk is best for your baby. Unboiled water, unboiled utensils or incorrect dilution can make your baby ill. Incorrect storage, handling, preparation and feeding can potentially lead to adverse effects on the health of your baby.",4.4
14163,Silicone Feeding Nipple/Teat Wide Neck Nipple - Size S,Baby Care,Feeding & Nursing,Vauva,170.0,170.0,Nursing Tools,3.0,"Wide Neck Nipple with anti colic valves, it is recommended for the first days of baby's life. Different flow rates are also available.",3.0
14224,Gentle Body Wash And Shampoo,Baby Care,Baby Bath & Hygiene,Chicco,479.0,479.0,Baby Bath,3.7,"Chicco Baby moments Gentle Body Wash and Shampoo comes with the goodness of rich oat extract and glycerine, which gently cleanses, moisturizes and softens the baby's delicate hair and skin from the very first moments.  The isolacrymal neutral pH does not irritate the eyes and the absence of parabens, SLS and SLES guarantee extra care for the delicate skins of newborns. Moreover, it is dermatologically tested on sensitive skin making it completely safe for baby's skin from day one.",3.7
14247,Tear-Free Natural Baby Shampoo,Baby Care,Baby Bath & Hygiene,The Moms Co,699.0,699.0,Baby Oil & Shampoo,5.0,"Our Natural Baby Shampoo is a toxin-free combination of Coconut based mild cleansers that gently clean, while Organic Moringa & Organic Argan oils help nourish and strengthen your babys soft hair. Made with USDA-certified organic ingredients, this shampoo moisturizes the scalp, promotes hair growth, and strengthen the hair. It is paraben and sulfate-free and made without SLS, SLES, DEA/TEA, Phenoxyethanol, synthetic fragrances, PEGs and many other harmful chemicals. This baby shampoo is made safe by Safe Cosmetics Australia and is dermatologically tested.",5.0
14269,Premium Care Xtra Large - 36 Diaper Pants,Baby Care,Diapers & Wipes,Pampers ,781.0,1099.0,Diapers,4.3,"New Pampers Premium Pants with cotton-like soft material is best for your babys delicate skin. Pampers Premium Pants contain lotion with Aloe Vera and 3 Air Channels which helps your babys skin to breathe. Experience 5-star comfort with unique added features like Wetness Indicator which turns yellow to blue in colour indicating when you may change and a Disposal Tape helps you in easy disposal of the diaper. Pampers is the No. 1 choice of doctors for diapers. Pampers Premium Pants are available in various sizes, namely, New Born (NB), S, M, L, XL and XXL sizes.",4.3
14277,Pants Standard Small - 46 Diaper,Baby Care,Diapers & Wipes,Mamypoko,328.0,399.0,Diapers,4.1,"MamyPoko Pants is a pant style diaper that can be used most comfortably for the baby at night. These easy to pull up pants gives 10 hrs leakage protection, therefore, your baby can sleep soundly all night and wake up with a big smile in the morning.",4.1
14280,"Cerelac Baby Cereal with Milk - Multigrain Dal Veg, From 12-24 Months, Rich in Iron",Baby Care,Baby Food & Formula,Nestle ,264.0,264.0,Baby Food,4.4,"Nestle Cerelac Baby Cereal with Milk, Multigrain Dal Veg is a complementary food for babies from 12 to 24 months. While infants and children have higher requirements of nutrients than adults, 2 serves of Cerelac Multigrain Dal Veg Cereal provides 59% of a baby’s daily need of protein. Rich in iron, it is also a source of 16 important nutrients including vitamins and minerals. Nestle develops infant nutrition products backed by evolving science and research. Innovation has been at the heart of Nestle since its beginning. Optimal Preparation: Careful and hygienic preparation of Infant food is most essential for health. Do not use fewer scoops than directed, since diluted feeding will not provide adequate nutrients needed by your infant. Do not use more scoops than directed since concentrated feed will not provide the water needed by your infant.

Storage: After opening the pack, the contents should immediately be transferred to an empty, clean, dry and airtight container. Replace the lid tightly after every use and store in a cool, dry place. Ensure the enclosed scoop is thoroughly washed and dried before use. After opening, use the contents within 3 weeks or the expiry date, whichever is earlier.
Important Notice: Mother’s milk is best for your baby.
Safety Warnings: Infant food should be used only on the advice of a health worker as to the need for its use and the proper method of its use. Infant food is not the sole source of nourishment for an infant. Use prepared feed within half an hour otherwise microbial deterioration may set in. Discard unused feed.",4.4
14282,Moisture Rich Jasmine Soap - For Moms,Baby Care,Mothers & Maternity,Himalaya,55.0,55.0,Maternity Personal Care,4.1,"Himalaya FOR MOMS Moisture Rich Jasmine Soap is specially designed for new moms. A rich blend of natural and deeply nourishing ingredients like Extra Virgin Coconut Oil, Cocoa and Mango Butters, this soap will pamper you, leaving your skin feeling soothed and hydrated. The aromatherapy benefits of jasmine rejuvenate the mind, making your bathtime a luxurious experience.",4.1
14349,Premium Baby Small - 44 Diaper Pants,Baby Care,Diapers & Wipes,Teddyy,499.0,499.0,Diapers,,"Teddyy Diaper Pants - Premium, offers a world-class Pants diaper for your baby's comfort and freedom. Customised for the Indian weather, designed for the Indian body-type and made in India, Teddyy Diaper Pants Premium are extremely soft and breathable. Using SAP (Super Absorbent Powder) which converts a liquid into gel, Teddyys offer a superior performance along with a unique embossed design which increases absorbency and a soft, cottony waistband for added comfort 100% freedom, for you and your baby.",
14387,Organic - Ragi & Amaranth Jaggery Cookies,Baby Care,Baby Food & Formula,Early Foods,199.0,199.0,Organic Baby Food,4.4,"This product is recommended for little ones who are ready for all grains and nuts. Best if they have 1-2 teeth to chew. If not, you can always dip in milk to help them bite. This is a freshly made organic Ragi and Amaranth Jaggery cookies with the goodness of pure butter, dry fruits and seeds. The freshness is so good and also, the little children need to be fed fresh foods for maximum nutrient absorption, just like how your grandma or mom feed you as a child. It is made from organically certified whole grains and 0% maida. No baking powder, no soda or raising agents, no egg, 0% sugar, sweetness from Organic jaggery and dates. Also, no hydrogenated fats, and it is made from pure cow butter. No preservatives or artificial flavours are added.",4.4
14425,Deeply Nourishing Baby Wash 400 ml + Moisturizing Daily Lotion For Babies 400 ml,Baby Care,Baby Bath & Hygiene,Mamaearth,798.0,798.0,Baby Bath,,"Deeply Nourishing Baby WashBath time is a fun time with the bubbles floating around and water splashing over the tub. Mamaearths nourishing body wash has the best ingredients from nature like aloe vera, which helps moisturise and allantoin, which helps soothe your babys body and wash away the dirt and grime. Glycerin extracted from coconut oil helps in nourishing the skin and increases the moisture content in your babys skin. Orange essential oil not only provides a delightfully delicious bath but also gives your little one a fresh and clean feeling all through the day. Our body wash is MadeSafe certified which makes it the safest and the best body wash you could choose for your munchkin.Moisturizing Daily Lotion For BabiesYour baby needs to be moisturised daily so that their skin remains soft and nourished. Mamaearths daily moisturising lotion helps keep your bundle of loved skin velvety soft and healthy. Ingredients like cocoa butter and shea butter in our lotion help moisturise and nourish their delicate skin. Jojoba oil aids in making your babys skin soft and supple while Vitamin E and aloe vera help provide relief from the heat of the sun. You can trust Mamaearths lotion for your babys needs as it is made with the best of ingredients from nature and comes with MadeSafe certification.",
14563,Breathable Premium Baby Diaper Pants With Wetness Indicator - Extra Large,Baby Care,Diapers & Wipes,Mee Mee,319.2,399.0,Diapers,3.0,"We know that nothing is more powerful than a mother's touch. No one can give your baby the kind of softness and protection you can. Inspired by mothers, Mee Mee Premium Diaper Pants use super absorbent polymers technology to make a premium quality, breathable product that is exceptionally soft and cloth-like. Equipped with a unique Wetness Indicator, it helps you to know that it is time for a diaper change by simply turning green.",3.0
14614,Premium Soft Diaper Pants - Small Size,Baby Care,Diapers & Wipes,Huggies,718.92,798.0,Diapers,5.0,"Our softest for your softest. Introducing the Premium Soft Pants with the breakthrough Silky Cocoon design from Huggies. Its Cushion Waistband ensures a gentle, comfortable fit that helps prevent red marks and Silken Outer Cover Provides luxurious, silky softness. Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, Huggies introduce the next generation product, India’s 1st diaper pants with the unique Bubble-Bed technology. This is so soft & fluffy that it feels like a bed against your baby’s bottom, keeping it extremely comfortable. Moreover, it absorbs the wetness and spreads it out evenly, keeping your little one's bottom dry.",5.0
14685,Natural Baby Soothing Relief Wash + Body Lotion,Baby Care,Baby Bath & Hygiene,The Moms Co,1198.0,1198.0,Baby Creams & Lotions,,"Our everyday solution for Gentle Cleaning and Soft Baby Skin
Give a gentle bath with our Natural Soothing Relief Wash, followed by our Natural Soothing Relief Lotion that helps keep baby's skin soft and moisturized for 24 hours.",
14730,Extra Moisturizing Baby Soap,Baby Care,Baby Bath & Hygiene,Himalaya,264.0,264.0,Baby Bath,5.0,"Himalaya Extra Moisturizing Baby Soap is designed to effectively manage infantile xerosis or excessive dry skin in babies. Indian Aloe, Almond Oil and Olive Oil work together to nourish and maintain the moisture equilibrium of baby's skin. Milk softens and improves the skin's texture. Ideal for use during the winter, Extra Moisturizing Baby Soap is free from artificial colours.",5.0
14813,Baby Massage Oil- Non-Sticky 500ml + Baby Powder- No added Talc & Asbestos 300g,Baby Care,Baby Bath & Hygiene,Dabur,577.71,850.0,Baby Oil & Shampoo,,"Dabur Baby Oil daily nourishing massage oil is enriched with baby-loving Ayurvedic herbs. It has the power of Jojoba, Olive and Almond to provide nourishment and strength to your baby's skin without any harmful chemicals. It is dermatologically tested, hypoallergenic and mildness tested to ensure nourishment without compromising on the safety of your baby.
Dabur Baby Refreshing Powder is enriched with baby-loving Ayurvedic herbs and has been carefully crafted for the pure and gentle skin of babies. Enriched with Khus extract and Oat Com Powder keeps baby's skin cool and fresh. It also has Amba Haldi which is known for its anti-irritant properties and shields baby's skin from rashes and also contains Olive oil and Almond Oil which helps provide gentle nourishment to the baby's skin and keeps it soft & moisturized.",
14840,Cleaning Brush - Bear,Baby Care,Feeding & Nursing,Dimpu Poop-Cee,150.0,150.0,Nursing Tools,3.9,"One of the best product a mother can use against disease caused by germs on baby feeding products and accessories. Soft and premium, non-toxic nylon bristles ensure that this product cleans effectively and is durable.",3.9
14864,"Melts Whole Grain Snack - Carrot & Cumin, Apple & Cinnamon, Banana & Strawberry, Blueberry, From 9 Months, Rich in Protein",Baby Care,Baby Food & Formula,Timios,475.0,475.0,Baby Food,4.0,"Timios Melts snacks are delicious whole grain snacks for hungry little tummies or busy tiny fingers. Introduce your kids to new tastes and textures with tasty Timios Melts. These are 100 % natural, non- fried whole grain snack and made with natural fruit & vegetable extracts, these are completely free from artificial colours, flavours or preservatives, and dissolves easily in your baby's mouth. Give a tasty & healthy touch in every bite. Delicious star-shaped snacks made exclusively for your babies. Timios Melts are made with wholesome ingredients, keeping in mind the appetite and nutritional needs of your baby. No additives, no colouring, and No-nonsense – these Melts are seasoned with natural fruits, vegetables, and mild spice powders.",4.0
14892,"Nature Care Diaper Pants - Medium, Monthly Pack",Baby Care,Diapers & Wipes,Huggies,2183.09,2399.0,Diapers,,"Nature's gentle protection for your baby's delicate skin. Presenting the new Huggies Nature Care Diaper Pants. Made with organic cotton and a pH balanced liner, it's the ideal pant-style diaper for your little one's delicate skin. With no added parabens, latex & chlorine it gently protects your baby's skin. It's more than a diaper pant, it's a hug from Nature. Made with organic cotton and a pH balanced liner with no added parabens, latex & chlorine with the wetness indicator.",
14982,Baby Cottontouch Newborn Lotion,Baby Care,Baby Bath & Hygiene,Johnsons,509.15,599.0,Baby Creams & Lotions,4.3,"Johnson's Baby CottonTouch Newborn Baby Lotion to nourish and moisturize your newborn baby's sensitive skin. The ultra-light formula is hypoallergenic, free from parabens, sulfates and dyes. Clinically proven to be gentle and mild on newborns. The ultra-light formula is hypoallergenic, free from parabens, sulfates & dyes. Clinically proven to be gentle and mild on newborns. Johnson's Baby Cotton Touch Baby lotion for summer and winter is suitable for dry skin. Fragrance, allergy-free",4.3
14995,Dry Pants Diapers - Large,Baby Care,Diapers & Wipes,Huggies,99.0,99.0,Diapers,4.1,"Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, we introduce our next-generation product, India’s 1st diaper pants with the unique Bubble-Bed technology. There are 3 areas where a diaper surrounds the baby’s skin, the baby’s bottom, the baby’s waist, and the baby’s thigh. The skin of the baby in all these areas is extremely delicate and sensitive. The next generation Bubble wala Huggies has 3 unique features which provide our best care & comfort in all these 3 areas.This next-generation diaper pant is lined with the super-soft 3-D Bubble-Bed in the inside layer of the diaper. This is so soft & fluffy that it feels like a bed against your baby’s bottom, keeping it extremely comfortable. Moreover, it absorbs the wetness and spreads it out evenly, keeping your little one's bottom dry.",4.1
15006,Breathable Premium Baby Diaper Pants With Wetness Indicator - Large,Baby Care,Diapers & Wipes,Mee Mee,319.2,399.0,Diapers,,"We know that nothing is more powerful than a mother's touch. No one can give your baby the kind of softness and protection you can. Inspired by mothers, Mee Mee Premium Diaper Pants use super absorbent polymers technology to make a premium quality, a breathable product that is exceptionally soft and cloth-like. Equipped with a unique Wetness Indicator, it helps you to know that it is time for a diaper change by simply turning green.",
15126,Organic Bamboo Based Wipes,Baby Care,Diapers & Wipes,Mamaearth,198.0,198.0,Baby Wipes,4.4,"I know how much mess a little one can make and that is why I am here to help you. Whether you're changing a diaper or need to wipe up baby's face after a messy meal, I am gentle and safe for all parts of your baby's delicate skin. I am paediatrician tested, hypoallergenic wipe, soft and ideal for sensitive skin. I am made from 100% organic bamboo and hence I don't cause rashes. I am enriched with shea butter, almond oil and aloe vera to gently nourish your baby's skin. I am an earth-friendly biodegradable alternative to traditional polyester based wet wipes.",4.4
15163,Disposal Bags For Discreet Disposal Of Tampons & Condoms,Baby Care,Diapers & Wipes,Sirona,135.59,149.0,Diapers,5.0,"Sirona Tampons and Condom disposal bags, No more searching for a newspaper or black plastic bag to throw your used tampons, condoms, chewing gums etc.",5.0
15191,Disney Mickey - Bio Berry Baby Body Wash,Baby Care,Baby Bath & Hygiene,BIOTIQUE,135.0,180.0,Baby Bath,4.5,"This gentle, 100% soap-free, body wash is a natural blend of wild berries, sandalwood oil, honey and aloe vera to make babys and mommys bath time a delightful experience. Light-foaming, it has a pH balanced formula that refreshes and nourishes the sensitive skin, without dryness or irritation, for a soft and comforting feeling.",4.5
15212,Toothbrush - Junior,Baby Care,Baby Bath & Hygiene,Patanjali,15.0,15.0,Baby Oral Care,4.1,"For healthy, clean and shiny teeth use Patanjali tooth brush which is the most economic and soft tooth brush compared to any other product available.",4.1
15235,Baby Happy Pants - Large,Baby Care,Diapers & Wipes,Bella,649.0,649.0,Diapers,,"Bella Baby Happy is the European brand of premium Baby products created with love for the little ones and introduced in India to ensure the highest comfort of care, so Mom and Baby can cherish the unforgettable moments of happiness together. Baby pants imported from Russia. Airflow technology allows free air circulation to protect from skin irritations and rashes. A quick and simple way of putting the diaper on.Fast absorption and a great feeling of dryness. Easy and hassle-free diaper changing. Underwear like. Safety confirmed by dermatologists (no perfume, no chlorine, no latex).",
15415,Silicone Pacifier Step 1 - Car,Baby Care,Baby Accessories,Pigeon Baby,249.0,249.0,Soothers & Teethers,,"Pigeon Oral Development Pacifier System supports the babies to have a natural suck. The pacifiers satisfy their needs and soothe their emotions. Apart from that, pacifiers also help babies to learn nasal breathing. When babies begin to wean and talk, they tend to breathe through their mouths. Unlike the nose, the mouth is not able to filter or humidify the air, which means the dust and infections can enter the mouth, affecting babies immunity directly. Also, the pacifiers thus promote natural nasal breathing, which helps to reduce the possibility of infection through mouth-breathing. It also promotes nasal breathing and the thin lip contact area promotes the healthy development of teeth. It perfectly fits the mouth of a teething baby and the snug-fitting shield conforms to the international safety standards. The soft tip underneath and firm tip on top facilitates the babys natural sucking reflex action activates the brain. It exudes a psychological stabilising effect and the breather holes on the shield for safety. The protective hood for covering the nipple when not in use. This nipple is of perfect shape and size to fit into the sucking fossa of the baby. The inner vertical lines make it collapse-resistant and the textured surface allows the baby to latch on easily. It is 100% silicone nipple, super soft and flexible, allows natural and smooth tongue movement. The air ventilation system reduces intake of gas, which is the potential cause of colic.",
15502,Cotton Swabs - Thick Stem,Baby Care,Baby Bath & Hygiene,Pigeon Baby,149.0,149.0,Baby Buds,,"These cotton swabs are made from the soft cotton with the high-quality plastic stem. It comes under the hinged plastic case and it is ideal for cleaning your ear. The cotton swabs can be used on an everyday basis and it safe for the skin. Also, it can be used by the whole family and very easy to use. The pack is travel-friendly.",
15538,"Wonder Pants - Large, Combo",Baby Care,Diapers & Wipes,Huggies,1188.3,1398.0,Diapers,,"Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, we introduce our next-generation product, India's 1st diaper pants with the unique Bubble-Bed technology. There are 3 areas where a diaper surrounds the baby's skin-the baby's bottom, the baby's waist, and the baby's thigh. The skin of the baby in all these areas is extremely delicate and sensitiveHuggies Wonder Pants Diapers with 3D Bubble bed technology with a Cushiony Waistband.",
15572,"Shampoo - No Tears, Natural Sensation",Baby Care,Baby Bath & Hygiene,Chicco,399.0,399.0,Baby Oil & Shampoo,5.0,"The no tears shampoo is ideal to cleanse the babys skin and hair in one step with the utmost gentleness. It respects babys delicate skin, leaving it pleasantly scented and cleanses the fine baby hair, leaving it soft and easy to comb. It is also easy to rinse and does not tamper with the physiological pH of the skin.
Chicco Natural Sensation is a new line based on the studies which followed the natural development process of the babys skin, as in the mothers belly. All formulas are inspired by the Vernix Caseosa composition, the natural protection during pregnancy to cleanse, protect and nurture the skin, containing only what the baby needs.",5.0
15576,XXXL (18-35 kg) - 7 Diaper Pants,Baby Care,Diapers & Wipes,Mamypoko,299.0,299.0,Diapers,4.5,"Mamypoko pants XXXL, specially designed for your growing child's needs. With an absorption capacity of 6 glasses and keeps your baby dry all night. Now let your child wake up to happier morning.",4.5
15617,Baby Cream - Extra Soft,Baby Care,Baby Bath & Hygiene,Sebamed,509.6,637.0,Baby Creams & Lotions,4.6,"This baby cream has pH 5.5 + 42% natural lipids that maintain and repair protective skin barrier. Conventional creams have pH > 7 which can further damage the skin barrier leading to more dryness. Sebamed baby cream is clinically proven to be effective in soothing baby's sensitive skin. Made in Germany, it forms a non-occlusive protective film against dryness and irritation Rich in panthenol, allantoin and chamomile extract, the moisturising and protective complex soothes and regenerates irritated skin. Easy to apply and readily absorbed, it has 42% lipid composition. Its water-in-oil emulsion supports the natural lipid balance. It has a pleasant botanical fragrance. It is Ideal from one month onwards. Clinically proven, it has a significant improvement of erythema and rough skin in only eight weeks shown in studies. It results in a 56% reduction in flaking & 2 times increase in lipid levels within 2 weeks.",4.6
15696,Diaper Pants - Premium Care Large,Baby Care,Diapers & Wipes,Pampers ,391.02,399.0,Diapers,4.9,"New Pampers Premium Pants with cotton-like soft materials is best for the delicate skin of the baby. Pampers Premium Pants contain lotion with Aloe Vera and 3 Air Channels which helps the skin breathe. Experience 5 Star comfort with unique added features like Wetness Indicator which turns Yellow to Blue indication when you may change and disposal tape which helps you in the easy disposal of the diaper. Pampers is the No. 1 choice of diapers as rated by doctors. Pampers Premium Pants are available in New-born (NB), S, M, L, XL and XXL sizes.",4.9
15698,Gentle Baby Bubble Bath - White 500 ml + Mild Baby Shampoo 500 ml,Baby Care,Baby Bath & Hygiene,Mee Mee,538.2,598.0,Baby Creams & Lotions,,"All mee mee products are carefully made to the highest safety standards. The gentle and mild formulation cleanses the skin without drying, leaving it soft and beautiful. Specially made for your baby skin it comes with a pure and gentle cleanser. And For your child's safety and health. All Mee Mee products are carefully made to the highest safety standards. Mee Mee baby shampoo is the ""mild"" formulation with the conditioner cleanses the scalp and leaves hair naturally clean and shiny. Specially made for your baby's hair and scalp, it comes with a ""no tears"" formula and contains natural extracts.
Microbiologically tested
Pure and gentle cleanser
Makes the skin soft and beautiful
No tears formula",
15786,Mom & Baby Care Essentials Suitcase Gift Box,Baby Care,Baby Bath & Hygiene,The Moms Co,2399.0,2399.0,Baby Gift Sets,3.7,"Our Baby Essentials box is the perfect way to start baby’s Skin and Hair Care regime. Comes with 4 Natural Products, beautifully packed in our Ribbon Gift Box which can be reused to store diapers, toys, books and more. With USDA-Certified Organic Actives. Clinically Tested for Safety. Hypoallergenic, Mild & Gentle.What's In: Natural Baby Wash (200ml): Our Tear-Free Wash with Coconut based mild cleansers gently clean while oils like Avocado, Organic Chamomile and Organic Aloe Vera gel help soften and soothe your baby's delicate skin.Natural Baby Shampoo (200ml): Our Tear-Free Baby Shampoo with Coconut based mild cleansers gently clean, while Organic Moringa & Organic Argan oils help nourish and strengthen your baby's soft hair. Natural Massage Oil (100ml): A blend of 10 powerful oils and Natural Vitamin E that help nourish, relax and strengthen baby's bones and muscles with regular massage. Natural Diaper Rash Cream (25g): Our fast-acting Natural Diaper Rash Cream with 15% Zinc Oxide, Hydrolized Oat Protein & Organic Chamomile Oil helps Prevent, Treat and Quickly Soothe Skin inflammation.What's Out: This shea butter body lotion is made without Mineral Oil, Sulphates (SLS, SLES), Parabens, DEA/Tea, Phenoxyethanol, Synthetic Fragrances, PEGs and many other potentially harmful chemicals.Safe For: Everyone, including Pregnancy, Postpartum, Breastfeeding, Baby Certified Toxin Free and Made Safe by Safe Cosmetics, Australia. Australia Allergy Certified Dermatologically tested for sensitive Indian skin.",3.7
15787,Baby Powder,Baby Care,Baby Bath & Hygiene,Sebamed,666.0,666.0,Baby Powder,4.1,"Made from a micronized form of TiO2, this baby [owder reduces the effect of rubbing & chafing. Seamed baby powder absorbs extra moisture from baby's skin to help skin feel comfortable. Extra soft formula with Allentown helps in protecting baby's delicate skin against irritation. Olive oil present in Seamed baby powder soothes and protects baby's skin from dryness. It contains Allantoin that makes the skin soft and smooth. It has a pleasant botanical fragrance. Ideal from one month onwards, it has 0% irritant reactions & almost 0% allergic reactions.",4.1
